"Street/Name","stationcode","Zipcode","Invited","Turnout","Turnout percentage"
"Verzorgingscentrum De Hoprank 14 uur tot 16 uur","21","9321 CC","16","7",0.4375
"Woonzorgcentrum Noorderkroon 14 uur tot 17 uur","22","9301 JV","158","53",0.335443037974684
"Woonzorg ""de Garve""  9 uur tot 12 uur","23","9331 MA","54","50",0.925925925925926
"Stemstraat Roden (Norgerweg)","26","9301 JM","0","356",Inf
"Gemeentehuis 14-03-2022","27","9301 AA","0","505",Inf
"Gemeentehuis 15-03-2022","28","9301 AA","0","809",Inf
"Ontmoetingscentrum de Brinkhof 14-03-2022","29","9331 AA","0","343",Inf
"Ontmoetingscentrum de Brinkhof 15-03-2022","30","9331 AA","0","457",Inf
"Dorpshuis Peize 14-03-2022","31","9321 BN","0","359",Inf
"Dorpshuis Peize 15-03-2022","32","9321 BN","0","490",Inf
"Ons Dorpshuis","1","9765 AP","1037","783",0.755062680810029
"VV Actief","2","9761 TC","984","431",0.438008130081301
"Sporthal Groote Veen","3","9761 TM","1499","583",0.388925950633756
"Sportcentrum De Marsch (drive-through)","4","9765 EM","681","295",0.433186490455213
"Restaurant 't Huys van Bunne","5","9496 PA","735","373",0.507482993197279
"MFA Borchkwartier","6","9766 PP","1330","778",0.584962406015038
"Sporthal De Kamp","7","9481 AK","982","516",0.525458248472505
"Sporthal De Kamp","8","9481 AK","1443","561",0.388773388773389
"MFA Yders Hoes","9","9494 RB","1060","503",0.474528301886792
"Gymzaal Tynaarlo","10","9482 PP","1438","764",0.531293463143255
"Grand Café Het Witte Huis","11","9483 PH","483","336",0.695652173913043
"MFA De Zeijer Hoogte","12","9491 AA","604","336",0.556291390728477
"Dorpshuis Klein Kruierij","13","9473 TL","396","231",0.583333333333333
"Sporthal De Zwet","14","9472 RN","1312","607",0.46265243902439
"Brasserie 't Hof van Zuidlaren","15","9471 AR","939","543",0.578274760383387
"Sporthal De Zwet","16","9472 RN","1438","622",0.432545201668985
"GKv Kandelaarskerk","17","9471 PR","1532","841",0.548955613577023
"Harens Lyceum","18","9471 EC","1471","814",0.553365057783821
"Waterpark de Bloemert (Expeditiepoort)","19","9475 TG","307","189",0.615635179153095
"Dorpshuis De Zaandorre","20","9474 PD","256","143",0.55859375
"Gemeentehuis","21","9481 AW","978","468",0.478527607361963
"Sporthal Groote Veen","22","9761 TM","1562","508",0.325224071702945
"'t Loughoes","23","9761 GE","1496","1040",0.695187165775401
"Brinkhotel","24","9471 AE","1445","579",0.400692041522491
"MFA Borchkwartier","25","9766 PP","968","629",0.649793388429752
"Sportcentrum De Marsch (drive-through)","26","9765 EM","691","328",0.474674384949349
"Sporthal De Zwet","27","9472 RN","0","303",Inf
"Sporthal De Zwet","28","9472 RN","0","447",Inf
"Sporthal Groote Veen","29","9761 TM","0","546",Inf
"Sporthal Groote Veen","30","9761 TM","0","679",Inf
"Gemeentehuis","31","9481 AW","0","300",Inf
"Gemeentehuis","32","9481 AW","0","402",Inf
"Dorpshuis Hart van Diever","1","7981 BC","1442","592",0.410540915395284
"Hotel Villa Nova","2","8437 PB","421","244",0.57957244655582
"Dorpshuis  Oens Huus","3","7983 KL","529","322",0.608695652173913
"Ons Dorpshuis","4","8384 EE","1531","723",0.472240365774004
"Grand Café de Brink","5","7991 CH","1378","538",0.390420899854862
"Buurthuis De Gowe","6","7991 TD","775","457",0.589677419354839
"Landhotel  De Borken","7","7991 PJ","426","286",0.671361502347418
"Dorpshuis  De Veldkei","8","7971 BX","1132","456",0.402826855123675
"Dorpshuis De Wiekslag","9","8351 HR","655","423",0.645801526717557
"Dorpshuis  De Vlasbarg'n","10","7975 BX","1238","697",0.563004846526656
"Dorpshuis De Stobbe","11","7973 KG","768","364",0.473958333333333
"Restaurant Hartenlust","12","7971 AK","947","460",0.485744456177402
"Restaurant De Tippe","13","8381 BX","1401","577",0.411848679514632
"Gemeentehuis in Diever","14","7981 EL","1227","634",0.516707416462918
"'t Hof van Dwingeloo","15","7991 AA","881","489",0.555051078320091
"Brandweerkazerne Vledder","16","8381 BB","958","416",0.434237995824635
"Dorpshuis De Veldkei","17","7971 BX","1030","448",0.43495145631068
"Grand Café de Brink, vervroegd stemmen maandag","18","7991 CH","0","156",Inf
"Dorpshuis  De Veldkei,  vervroegd stemmen maandag","19","7971 BX","0","251",Inf
"Restaurant De Tippe,  vervroegd stemmen maandag","20","8381 BX","0","173",Inf
"Gemeentehuis in Diever,  vervroegd stemmen maandag","21","7981 EL","0","228",Inf
"Grand Café de Brink,  vervroegd stemmen dinsdag","22","7991 CH","0","238",Inf
"Dorpshuis  De Veldkei, vervroegd stemmen dinsdag","23","7971 BX","0","354",Inf
"Restaurant De Tippe, vervroegd stemmen dinsdag","24","8381 BX","0","239",Inf
"Gemeentehuis in Diever, vervroegd stemmen dinsdag","25","7981 EL","0","326",Inf
"Stembureau Stadhuis","1","7607 EW","1300","788",0.606153846153846
"Stembureau MFA Centrum 't Dok","2","7607 WC","1300","298",0.229230769230769
"Stembureau Wijkcentrum De Schöppe","3","7601 EJ","1300","521",0.400769230769231
"Stembureau Clubgebouw AVC Heracles","4","7607 ZM","1300","496",0.381538461538462
"Stembureau Pinkstergemeente De Banier","5","7607 NG","1300","977",0.751538461538461
"Stembureau IISPA Sportbedrijf Almelo","7","7606 JZ","1300","608",0.467692307692308
"Stembureau Erve Noordik","8","7602 CH","1300","753",0.579230769230769
"Stembureau ROC van Twente Almelo","9","7604 BB","1300","256",0.196923076923077
"Stembureau Waterschap Vechtstromen","10","7609 PZ","1300","358",0.275384615384615
"Stembureau v.v. Luctor et Emergo","11","7602 AM","1300","519",0.399230769230769
"Stembureau Wijkcentrum De Trefhoek 1","12","7603 AD","1300","590",0.453846153846154
"Stembureau Gymlokaal Welgelegen","13","7608 JZ","1300","285",0.219230769230769
"Stembureau Sporthal Schelfhorst","14","7608 JG","1300","632",0.486153846153846
"Stembureau Wijkcentrum De Schelf","15","7608 KH","1300","1334",1.02615384615385
"Stembureau MHC Almelo","16","7604 AR","1300","199",0.153076923076923
"Stembureau De Ontmoeting","17","7601 SZ","1300","260",0.2
"Stembureau MFA Eninver","18","7604 EH","1300","935",0.719230769230769
"Stembureau Wijkcentrum De Goossenmaat","20","7605 CP","1300","253",0.194615384615385
"Stembureau Cafe Het Kroegje","21","7606 DS","1300","268",0.206153846153846
"Stembureau Pniëlkerk","22","7606 GX","1300","794",0.610769230769231
"Stembureau Wijkcentrum De Driehoek","23","7606 JS","1300","156",0.12
"Stembureau Egbertus Wijkcentrum","25","7601 BA","1300","320",0.246153846153846
"Stembureau Wijkcentrum Möll'nwiek","26","7609 LA","1300","1036",0.796923076923077
"Stembureau Zone.College","28","7609 PH","1300","752",0.578461538461538
"Stembureau Gemeenschapscentrum 't Aahoes","29","7611 BD","1300","478",0.367692307692308
"Stembureau Kulturhus Bornerbroek","30","7627 PJ","1300","632",0.486153846153846
"Stembureau Sporthal Windmolenbroek","31","7609 LA","1300","749",0.576153846153846
"Stembureau Het Sportpark","32","7603 XZ","1300","240",0.184615384615385
"Stembureau Stadslab Almelo","36","7602 HR","1300","322",0.247692307692308
"Stembureau SV Almelo","39","7606 AA","1300","100",0.0769230769230769
"Stembureau PH Almelo","47","7608 HB","1300","244",0.187692307692308
"Stembureau Ontmoetingscentrum De Schouw","48","7607 BT","1300","149",0.114615384615385
"Stembureau Wijkcentrum De Trefhoek 2","49","7603 AD","1300","647",0.497692307692308
"Stembureau Stadhuis (maandag)","101","7607 EW","500","377",0.754
"Stembureau MFA Centrum 't Dok (maandag)","102","7607 WC","500","102",0.204
"Stembureau Wijkcentrum De Schöppe (maandag)","103","7601 EJ","500","175",0.35
"Stembureau IISPA Sportbedrijf Almelo (maandag)","107","7606 JZ","500","143",0.286
"Stembureau Erve Noordik (maandag)","108","7602 CH","500","217",0.434
"Stembureau Wijkcentrum De Trefhoek (maandag)","112","7603 AD","500","300",0.6
"Stembureau Wijkcentrum De Schelf (maandag)","115","7608 KH","500","636",1.272
"Stembureau MHC Almelo (maandag)","116","7604 AR","500","79",0.158
"Stembureau MFA Eninver (maandag)","118","7604 EH","500","285",0.57
"Stembureau Wijkcentrum De Goossenmaat (maandag)","120","7605 CP","500","64",0.128
"Stembureau Wijkcentrum De Driehoek (maandag)","123","7606 JS","500","86",0.172
"Stembureau Egbertus Wijkcentrum (maandag)","125","7601 BA","500","109",0.218
"Stembureau Wijkcentrum Möll'nwiek (maandag)","126","7609 LA","500","339",0.678
"Stembureau Zone.College (maandag)","128","7609 PH","500","160",0.32
"Stembureau Gemeenschapscentrum 't Aahoes (maandag)","129","7611 BD","500","75",0.15
"Stembureau Kulturhus Bornerbroek (maandag)","130","7627 PJ","500","140",0.28
"Stembureau Stadhuis (dinsdag)","201","7607 EW","500","500",1
"Stembureau MFA Centrum 't Dok (dinsdag)","202","7607 WC","500","118",0.236
"Stembureau Wijkcentrum De Schöppe (dinsdag)","203","7601 EJ","500","298",0.596
"Stembureau IISPA Sportbedrijf Almelo (dinsdag)","207","7606 JZ","500","304",0.608
"Stembureau Erve Noordik (dinsdag)","208","7602 CH","500","343",0.686
"Stembureau Wijkcentrum De Trefhoek (dinsdag)","212","7603 AD","500","456",0.912
"Stembureau Wijkcentrum De Schelf (dinsdag)","215","7608 KH","500","959",1.918
"Stembureau MHC Almelo (dinsdag)","216","7604 AR","500","127",0.254
"Stembureau MFA Eninver (dinsdag)","218","7604 EH","500","445",0.89
"Stembureau Wijkcentrum De Goossenmaat (dinsdag)","220","7605 CP","500","114",0.228
"Stembureau Wijkcentrum De Driehoek (dinsdag)","223","7606 JS","500","126",0.252
"Stembureau Egbertus Wijkcentrum (dinsdag)","225","7601 BA","500","141",0.282
"Stembureau Wijkcentrum Möll'nwiek (dinsdag)","226","7609 LA","500","552",1.104
"Stembureau Zone.College (dinsdag)","227","7609 PH","500","243",0.486
"Stembureau Gemeenschapscentrum 't Aahoes (dinsdag)","229","7611 BD","500","141",0.282
"Stembureau Kulturhus Bornerbroek (dinsdag)","230","7627 PJ","500","237",0.474
"Gemeentehuis","1","7622 DG","1516","1059",0.698548812664908
"Sportcentrum De Wensinkhof","2","7622 HB","1500","599",0.399333333333333
"Bornse Harmonie","3","7621 EM","940","406",0.431914893617021
"Wijkgebouw De Letterbak","4","7621 CV","1506","528",0.350597609561753
"Sporthal 't Wooldrik","5","7621 AH","1216","641",0.527138157894737
"Brandweerkazerne","6","7622 BM","1369","460",0.336011687363039
"Het Kulturhus","7","7622 CP","1332","516",0.387387387387387
"Sportzaal De Hooiberg 1","8","7623 DX","1454","607",0.417469050894085
"MFA Sindron","9","7625 PJ","1154","639",0.553726169844021
"Bornsche Maten 1","10","7623 AX","1223","673",0.55028618152085
"Het Spookhoes","11","7626 LV","447","313",0.700223713646532
"Sportzaal De Hooiberg 2","12","7623 DX","1518","677",0.445981554677207
"Kerkgebouw De Fontein","13","7621 TK","977","217",0.222108495394063
"Gezondheidscentrum Fleminghof","14","7622 MB","825","534",0.647272727272727
"Bornsche Maten 2","15","7623 AX","1988","688",0.346076458752515
"Gemeentehuis (maandag 14 maart)","50","7622 DG","0","490",Inf
"Wijkgebouw De Letterbak (maandag 14 maart)","51","7621 CV","0","202",Inf
"Gemeentehuis (dinsdag 15 maart)","52","7622 DG","0","736",Inf
"Wijkgebouw De Letterbak (dinsdag 15 maart)","53","7621 CV","0","264",Inf
"De Wiekelaar","3","7722 ST","1231","638",0.518277822908205
"Parochiehuis Hoonhorst","4","7722 LR","1449","894",0.616977225672878
"Rest. Het Roode Hert","5","7722 PJ","669","453",0.677130044843049
"Geref. Kerk(Vrijgem.)","6","7721 XM","1058","849",0.802457466918715
"Gemeentehuis","7","7721 AX","1082","619",0.572088724584104
"Ned. Gereformeerde Kerk","8","7721 DX","1137","916",0.805628847845207
"Kulturhus De Mozaiek","9","8151 AZ","1048","566",0.540076335877863
"Hofje van Buisman","11","8151 AR","1246","507",0.406902086677368
"NH Jeugdgebouw","12","7711 CD","1387","792",0.571016582552271
"Restaurant Madrid","15","7722 HS","512","273",0.533203125
"Kulturhus De Spil","16","7711 KK","1628","773",0.474815724815725
"Maranathakerk","19","7711 HS","1459","767",0.52570253598355
"Gemeentewerf Dalfsen","25","7721 CZ","1547","626",0.404654169360052
"Brugkerk","26","8152 BL","1524","527",0.345800524934383
"Partycentrum Het Witte Peerd","27","7711 CH","1539","637",0.413905133203379
"Kerkelijk Centrum De Overkant","28","7721 AD","1381","534",0.386676321506155
"CBS De Spiegel","29","7722 RJ","1603","733",0.457267623206488
"Ontmoetingskerk","30","7711 AD","1615","540",0.334365325077399
"Gemeentehuis maandag","31","7721 AX","0","514",Inf
"Gemeentehuis dinsdag","32","7721 AX","0","747",Inf
"Kulturhus De Mozaiek maandag","33","8151 AZ","0","213",Inf
"Kulturhus De Mozaiek dinsdag","34","8151 AZ","0","354",Inf
"Kulturhus De Spil maandag","35","7711 KK","0","331",Inf
"Kulturhus De Spil dinsdag","36","7711 KK","0","603",Inf
"Stembureau Het Stadhuis","1","7411 TK","1820","1139",0.625824175824176
"Stembureau Groote-en Voorster Gasthuis","2","7411 RA","0","49",Inf
"Stembureau Buurthuis 't Hovenhuus","4","7419 CT","1783","807",0.45260796410544
"Stembureau Speeltuinvereniging De IJssel","6","7412 BV","1976","1142",0.577935222672065
"Stembureau Woon- en zorgcentrum St.Jurriën","9","7412 PL","0","50",Inf
"Stembureau Het Enkhuis","11","7413 TX","2333","667",0.285897985426489
"Stembureau Speeltuin De Driehoek","14","7416 ZJ","1888","1032",0.546610169491525
"Stembureau Woon- en zorgcentrum De Bloemendal","16","7414 BJ","0","0",NA
"Stembureau Wijkcentrum De Schalm","18","7414 EA","2017","1017",0.504214179474467
"Stembureau Woonzorgcentrum Ludgerus","19","7415 LM","0","167",Inf
"Stembureau Woon- en zorgcentrum Humanitas","20","7415 VA","0","28",Inf
"Stembureau De Kroon","21","7415 KP","1724","590",0.342227378190255
"Stembureau De Finsehof","22","7415 RM","2180","752",0.344954128440367
"Stembureau Grand Café, Sint Jozef Verpleeghuis","23","7415 EH","0","6",Inf
"Stembureau Huis van de Wijk","25","7417 WM","1955","739",0.378005115089514
"Stembureau Saxion Hogeschool","26","7417 DH","1976","626",0.316801619433198
"Stembureau Buurthuis Wijk 16","27","7411 AC","2000","768",0.384
"Stembureau Kunstcircuit Deventer","29","7423 DS","1902","963",0.506309148264984
"Stembureau SV Colmschate'33","30","7425 AC","3063","1028",0.335618674502122
"Stembureau Openbare basisschool De Wiz@rd","32","7425 GX","3051","1644",0.538839724680433
"Stembureau Gezondheidscentrum Spikvoorde","33","7425 RH","0","39",Inf
"Stembureau De Vijf-er","36","7424 DE","3094","1073",0.346800258564964
"Stembureau Gemeenschapshuis De Kuip","40","7429 AL","1855","1161",0.625876010781671
"Stembureau Gebouw voetbalvereniging Helios","41","7421 LN","2207","942",0.426823742637064
"Stembureau Bej.centrum 't Dijkhuis","42","7437 BE","0","38",Inf
"Stembureau Cultuurhuus Braakhekke","44","7437 AE","1935","915",0.472868217054264
"Stembureau Kulturhus De Spil","47","7434 RZ","1068","772",0.722846441947566
"Stembureau Kulturhus Diepenveen","48","7431 CL","2077","1782",0.857968223399133
"Stembureau Ons Centrum","50","7435 PJ","548","307",0.56021897810219
"Stembureau Brasserie De Lindeboom","51","7433 BH","2017","1300",0.644521566683193
"Stembureau Atheneumbibliotheek","102","7411 NH","1524","580",0.380577427821522
"Stembureau Deventer Schouwburg","103","7411 TJ","2049","1136",0.554416788677404
"Stembureau Voetbalvereniging Sallandia","108","7412 AZ","932","287",0.30793991416309
"Stembureau Bij de Halte (voorheen Huize Corel)","109","7412 AT","787","437",0.555273189326557
"Stembureau Kindcentrum Olijfboom, gymzaal","113","7413 TV","2452","715",0.291598694942904
"Stembureau Tafeltennisvereniging Swift","115","7416 ZN","1923","358",0.186167446697868
"Stembureau Etty Hillesum Lyceum - Het Vlier","117","7414 AR","2048","772",0.376953125
"Stembureau Stichting Masohi","119","7415 GK","1426","275",0.192847124824684
"Stembureau De Kei","120","7415 JM","1813","672",0.370656370656371
"Stembureau Koningskerk, ingang Van Hetenstraat","123","7415 BP","1817","762",0.41937259218492
"Stembureau Kindercentrum Rivierenwijk","124","7417 WN","1018","202",0.198428290766208
"Stembureau De Scheg 2","132","7422 LW","2492","611",0.245184590690209
"Stembureau Tapperij/Eethuis Hof van Colmschate","137","7429 AH","2308","979",0.424176776429809
"Stembureau De Scheg 1","139","7422 LW","2672","797",0.298278443113772
"Stembureau Boode","142","7437 AM","1450","670",0.462068965517241
"Stembureau Sporthal Uutvlog","143","7437 VD","1332","669",0.502252252252252
"Stembureau Sporthal Schalkhaar","145","7433 MA","1158","429",0.370466321243523
"Stembureau Voetbalvereniging Diepenveen","146","7431 BT","1816","750",0.412995594713656
"Stembureau Nieuw Sion","149","7431 PJ","289","264",0.913494809688581
"Stembureau Sporthal Keizerslanden","151","7415 DM","844","259",0.306872037914692
"Stembureau Bibliotheek","154","7411 PK","1540","608",0.394805194805195
"Stembureau Eerste Deventer Montess.sch.","155","7412 ND","2023","627",0.309935739001483
"Stembureau Wijk- en Speeltuinvereniging De Zwolsewijk","156","7412 TN","2044","443",0.216731898238748
"Stembureau Stembus","157","","0","72",Inf
"Stembureau Het Stadhuis","201","7411 NW","0","493",Inf
"Stembureau Buurthuis 't Hovenhuus","204","7419 CT","0","112",Inf
"Stembureau Het Enkhuis","211","7413 TX","0","150",Inf
"Stembureau De Finsehof (ingang Dapperstraat)","222","","0","208",Inf
"Stembureau Kunstcircuit Deventer","229","7423 DS","0","320",Inf
"Stembureau De Vijf-er","236","7424 DE","0","357",Inf
"Stembureau Cultuurhuus Braakhekke","244","7437 AE","0","320",Inf
"Stembureau Brasserie De Lindeboom","251","7433 BH","0","356",Inf
"Stembureau Het Stadhuis","301","7411 NW","0","798",Inf
"Stembureau Buurthuis 't Hovenhuus","304","7419 CT","0","171",Inf
"Stembureau Het Enkhuis","311","7413 TX","0","177",Inf
"Stembureau De Finsehof","322","","0","291",Inf
"Stembureau Kunstcircuit Deventer","329","7423 DS","0","490",Inf
"Stembureau De Vijf-er","336","7424 DE","0","568",Inf
"Stembureau Cultuurhuus Braakhekke","344","7437 AE","0","513",Inf
"Stembureau Brasserie De Lindeboom","351","7433 BH","0","616",Inf
"Stembureau Voetbalvereniging Sallandia","2108","7412 AZ","0","60",Inf
"Stembureau Bij de Halte (voorheen Huize Corel)","2109","7412 AT","0","149",Inf
"Stembureau Wijk- en Speeltuinvereniging De Zwolsewijk","2156","7412 TN","0","125",Inf
"Stembureau Voetbalvereniging Sallandia","3108","7412 AZ","0","106",Inf
"Stembureau Bij de Halte (voorheen Huize Corel)","3109","7412 AT","0","234",Inf
"Stembureau Wijk- en Speeltuinvereniging De Zwolsewijk","3156","7412 TN","0","154",Inf
"Gemeentehuis Dinkelland","1","7591 MA","1810","1772",0.979005524861878
"Stichting Kulturhus Denekamp","2","7591 GA","1872","373",0.199252136752137
"Brandweerkazerne","3","7591 BH","1699","821",0.483225426721601
"Kulturhus De Mare","4","7591 PC","918","428",0.466230936819172
"Gasterij de Smid","5","7635 NC","877","518",0.590649942987457
"Kulturhus Tilligte Terra Nova","6","7634 PL","737","484",0.656716417910448
"Cafe Groot Agelo","7","7636 RL","808","371",0.459158415841584
"Café Restaurant van Olffen","8","7595 AR","1266","359",0.283570300157978
"Gemeenschapscentrum 't Trefpunt","9","7595 XB","1222","754",0.617021276595745
"Dancing Bruins","10","7597 LR","1361","818",0.601028655400441
"Kulturhus Rabo-de CoCeR","11","7596 KM","1943","1203",0.619145651055069
"Café Pelle's Deurningen","12","7561 AB","1581","863",0.545857052498419
"Gasterij Oatmössche Ootmarsum","13","7631 EA","1849","688",0.372093023255814
"Brede School de Bres","14","7631 GR","1934","1160",0.599793174767322
"Mobiel stembureau","15","","0","122",Inf
"Gemeentehuis Dinkelland","16","7591 MA","911","369",0.405049396267838
"Gemeentehuis Dinkelland","17","7591 MA","911","704",0.772777167947311
"Café Restaurant van Olffen","18","7595 AR","0","155",Inf
"Café Restaurant van Olffen","19","7595 AR","0","264",Inf
"Gasterij Oatmössche Ootmarsum","20","7631 EA","0","205",Inf
"Gasterij Oatmössche Ootmarsum","21","7631 EA","0","401",Inf
"Stadhuis Enschede","1","7511 HC","2113","1081",0.51159488878372
"Stadskantoor","2","7514 AK","1977","1056",0.534142640364188
"De Grote Kerk","3","7511 GB","1506","1244",0.826029216467464
"Bibliotheek Centrum","4","7511 GM","2110","290",0.137440758293839
"Villa de Bank","31","7511 CM","1766","936",0.530011325028313
"Performance Factory","32","7511 ZA","1736","413",0.237903225806452
"Performance Factory","33","7511 ZA","1303","404",0.310053722179586
"Stadsbank Oost Nederland","51","7512 DX","1820","674",0.37032967032967
"Dansschool Dekker","52","7512 AW","2130","496",0.232863849765258
"Stichting Vierkwart","61","7513 DT","2085","679",0.325659472422062
"Saxion","71","7513 AL","2025","908",0.448395061728395
"Goed Nieuws Gemeente","101","7533 XW","2093","633",0.302436693741042
"RKSV Vogido","111","7535 CJ","1616","465",0.287747524752475
"Bonhoeffer College Van der Waalslaan","112","7535 CN","1757","456",0.259533295389869
"De Roef","121","7535 BZ","1634","954",0.583843329253366
"Ontmoetingskerk","131","7512 EK","1519","572",0.376563528637261
"Drive In parkeerplaats Diekmanhal","132","7541 BR","1809","378",0.208955223880597
"Drive In parkeerplaats Diekmanhal","133","7541 BR","0","346",Inf
"Tubanters","134","7541 BK","1129","357",0.316209034543844
"ROC van Twente","201","7543 BK","1793","203",0.113218070273285
"'t Nije Terphoes","202","7543 WB","1586","389",0.245271122320303
"St. Jan Kerk","211","7545 GH","1360","743",0.546323529411765
"Speeltuin Boswinkel","212","7543 XT","1528","779",0.509816753926702
"Immanuelkerk","231","7545 XP","1913","721",0.376894929430214
"De Stedelijke Mavo","241","7545 BN","1593","866",0.543628374136849
"Pathmoshal","251","7545 LZ","1932","442",0.228778467908903
"Speeltuin Stadsveld","252","7545 MN","1832","545",0.297489082969432
"Thomaskerk","261","7545 BK","2050","530",0.258536585365854
"Thomaskerk","262","7545 BK","1947","552",0.283513097072419
"Zone College","311","7521 AG","1989","209",0.10507792860734
"Stichting Enschedese Speeltuinen","312","7521 JH","1962","346",0.176350662589195
"'t Proathuus","313","7521 DX","1985","544",0.274055415617128
"Opstandingskerk","314","7521 HD","2005","1160",0.5785536159601
"Clubgebouw EMOS","411","7522 KS","1684","873",0.518408551068884
"Stedelijk Lyceum Kottenpark","412","7522 GK","1847","939",0.508391987005956
"Prismare","421","7523 BM","1809","927",0.512437810945274
"Prismare","422","7523 BM","1602","1003",0.626092384519351
"Ons Huis Het Achtervoort","441","7523 KA","1663","498",0.299458809380637
"Ons Huis De Dollard","442","7523 GN","1845","620",0.336043360433604
"Het Kompas","443","7523 HK","1645","626",0.380547112462006
"Deppenbroekhal","444","7523 GD","1938","340",0.175438596491228
"U.T. De Bastille (Atrium)","461","7522 NL","2025","764",0.377283950617284
"U.T. De Bastille (Atrium)","462","7522 NL","0","859",Inf
"Sparta Enschede","501","7531 AT","1687","425",0.251926496739775
"Voetbalvereniging VOSTA","502","7531 AX","1674","779",0.465352449223417
"De Kom","511","7531 CE","1938","342",0.176470588235294
"De Kom","512","7531 CE","0","382",Inf
"Tent nabij OBS Park Stokhorst","521","7531 EC","1889","1354",0.716781365802012
"Sportzaal Stroinkslanden","601","7542 LR","1583","750",0.47378395451674
"Stroinkshuis","611","7542 GT","1727","467",0.270411117544876
"Stroinkshuis","612","7542 GT","1865","519",0.27828418230563
"Tent nabij BSO De Knalhut","621","7542 WR","1748","650",0.371853546910755
"Tent nabij BSO De Knalhut","622","7542 WR","1624","676",0.416256157635468
"Gymzaal Het Riet","631","7544 HH","1987","293",0.147458480120785
"Speeltuin Tuindorp","632","7544 GG","1982","373",0.188193743693239
"OBS De Broekheurne","641","7544 LR","1966","696",0.354018311291963
"FC Aramea","651","7544 RB","2147","416",0.193758733115976
"Tent Kinderboerderij De Wesseler","652","7544 RP","1707","759",0.444639718804921
"De Magneet","661","7544 DC","1981","670",0.338213023725391
"Mediant Helmerzijde","671","7546 TA","1991","822",0.412857860371673
"Sportzaal Helmerhoek","672","7546 EE","2375","860",0.362105263157895
"Sportzaal Helmerhoek","673","7546 EE","2385","755",0.316561844863732
"Buurthuis Bultsweg","801","7532 XR","1245","224",0.179919678714859
"Parochiehuis","812","7532 AT","1632","608",0.372549019607843
"Sporthal De Brug","821","7534 CR","1707","678",0.397188049209139
"Sporthal De Brug","822","7534 CR","1527","603",0.394891944990177
"Protestantse Gemeente Glanerbrug","823","7534 AT","1763","356",0.201928530913216
"Buurthuis Dolphia","871","7532 PH","1772","267",0.150677200902935
"Drive In parkeerplaats Avanti","881","7534 AM","1942","608",0.31307929969104
"Drive In parkeerplaats Avanti","882","7534 AM","1857","911",0.49057619816909
"Dorpshuis Lonneker","901","7524 CK","1473","1090",0.739986422267481
"LSV Lonneker","902","7524 DV","1207","159",0.131731565865783
"Eetcafé de Buren","911","7548 BG","1818","758",0.416941694169417
"Eetcafé de Buren","912","7548 BG","1108","612",0.552346570397112
"Oude Usselerschool","961","7545 PD","906","297",0.327814569536424
"De Grote Kerk","10003","7511 GB","0","651",Inf
"Drive In parkeerplaats Diekmanhal","10132","7541 BR","0","277",Inf
"Thomaskerk","10261","7545 BK","0","353",Inf
"Opstandingskerk","10314","7521 HD","0","249",Inf
"Het Kompas","10443","7523 HK","0","289",Inf
"De Kom","10511","7531 CE","0","315",Inf
"Sportzaal Stroinkslanden","10601","7542 LR","0","349",Inf
"De Magneet","10661","7544 DC","0","420",Inf
"Sportzaal Helmerhoek","10672","7546 EE","0","322",Inf
"Sporthal De Brug","10821","7534 CR","0","348",Inf
"Dorpshuis Lonneker","10901","7524 CK","0","213",Inf
"Eetcafé de Buren","10911","7548 BG","0","271",Inf
"De Grote Kerk","20003","7511 GB","0","994",Inf
"Drive In parkeerplaats Diekmanhal","20132","7541 BR","0","455",Inf
"Thomaskerk","20261","7545 BK","0","510",Inf
"Opstandingskerk","20314","7521 HD","0","452",Inf
"Het Kompas","20443","7523 HK","0","449",Inf
"De Kom","20511","7531 CE","0","494",Inf
"Sportzaal Stroinkslanden","20601","7542 LR","0","416",Inf
"De Magneet","20661","7544 DC","0","550",Inf
"Sportzaal Helmerhoek","20672","7546 EE","0","445",Inf
"Sporthal De Brug","20821","7534 CR","0","558",Inf
"Dorpshuis Lonneker","20901","7524 CK","0","334",Inf
"Eetcafé de Buren","20911","7548 BG","0","398",Inf
"Ariënstaete / Klaaskateplein","30001","7523 ET","0","110",Inf
"De Eschpoort / Floraparkstraat","30002","7511 AD","0","141",Inf
"Bruggerbosch / Ariënshuis","30003","7534 AM","0","49",Inf
"De Hatteler / De Posten","30004","7545 BB","0","107",Inf
"Broekheurnerstede / Broekheurnerborg","30005","7544 NZ","0","115",Inf
"Lippink's hof / De Cromhoff","30006","7543 EH","0","91",Inf
"Gemeentehuis","1","7481 EB","1757","896",0.50996015936255
"Theater de Kappen","2","7481 EB","1702","539",0.31668625146886
"De Trefkoel,Buurse","3","7481 RP","1290","649",0.503100775193798
"'t Meuken,Isidorushoeve","4","7482 ST","1335","701",0.525093632958802
"Basisschool Holthuizen bureau 5","5","7482 ET","2688","1315",0.48921130952381
"De Oude Molen","6","7481 BG","1114","451",0.404847396768402
"Het Schuttershoes","7","7481 VP","1013","462",0.456071076011846
"Montessorischool","9","7481 BC","1625","909",0.559384615384615
"Het Bakkershuis","10","7481 GL","1317","720",0.546697038724374
"Basisschool de Kameleon","11","7482 TW","1122","610",0.54367201426025
"Basisschool Dr. Ariens","12","7482 ZK","1452","623",0.429063360881543
