"Street/Name","stationcode","Zipcode","Invited","Turnout","Turnout percentage"
"Stembureau Bellamy Museum","457","1053 BR","1212","589",0.485973597359736
"Stembureau Sporthal Laan van Spartaan","458","1061 MB","984","208",0.211382113821138
"Stembureau Buurtkamer Corantijn","459","1058 DB","1440","522",0.3625
"Stembureau Gymzaal Corantijn","462","1058 DA","1341","547",0.407904548844146
"Stembureau Gymzaal Corantijn","463","1058 DA","1516","519",0.342348284960422
"Stembureau Joop Westerweelschool","465","1057 VS","2552","542",0.212382445141066
"Stembureau Sporthal Laan van Spartaan","466","1061 MB","779","235",0.301668806161746
"Stembureau De Wending","468","1057 XN","1580","610",0.386075949367089
"Stembureau Openbare Bibliotheek Amsterdam","469","1057 CA","873","493",0.564719358533792
"Stembureau Openbare Bibliotheek Amsterdam","470","1057 CA","843","672",0.797153024911032
"Stembureau Rosa Boekdrukkerschool","471","1056 DT","2757","887",0.321726514327167
"Stembureau School De Roos","474","1056 WB","2537","1184",0.466692944422546
"Stembureau J.J. Cremerplein","476","1054 TH","1039","585",0.563041385948027
"Stembureau IBS Al Maes","477","1056 TR","1512","577",0.381613756613757
"Stembureau Het Sieraad","479","1057 DT","877","989",1.12770809578107
"Stembureau Cultureel Centrum Meneer de Wit","480","1057 HS","1574","433",0.275095298602287
"Stembureau Buurthuis Jacob Maris","482","1057 TX","2449","714",0.291547570436913
"Stembureau Chassé Hotel","486","1057 JJ","3034","1012",0.333553065260382
"Stembureau Stadsloket West","488","1055 EK","833","832",0.998799519807923
"Stembureau Huizingaschool - Jacob Geelstraat 42","491","1065 VT","1146","344",0.300174520069808
"Stembureau JaComenius","492","1065 VT","1242","118",0.0950080515297907
"Stembureau Pro Rege Hemsterhuis","495","1065 JX","827","652",0.788391777509069
"Stembureau Sporthal Calvijn","496","1065 KH","3408","719",0.210974178403756
"Stembureau Huis van de wijk Het Anker","497","1065 DC","1232","465",0.377435064935065
"Stembureau Obs De Vlaamse Reus","500","1066 KK","3473","523",0.150590267780017
"Stembureau World Fashion Centre","502","1062 HH","1487","766",0.515131136516476
"Stembureau Hogeschool Ipabo","503","1061 AD","1596","971",0.608395989974937
"Stembureau Westcord Fashion Hotel Amsterdam","509","1058 GB","1896","544",0.286919831223629
"Stembureau Buurtkamer Fiep","510","1062 XK","4216","1000",0.23719165085389
"Stembureau R.K. Basisschool De Mijlpaal","513","1066 PP","2417","1053",0.435664046338436
"Stembureau Regenbooggemeente","521","1065 GJ","2702","680",0.251665433012583
"Stembureau Leger des Heils De Kandelaar","525","1063 BE","2100","861",0.41
"Stembureau Gymzaal","536","1063 JW","1594","273",0.171267252195734
"Stembureau OBA Slotermeer","539","1063 JN","1625","921",0.566769230769231
"Stembureau Sportzaal Jan de Louter","540","1063 ME","990","279",0.281818181818182
"Stembureau Sportzaal Jan de Louter","541","1063 ME","949","277",0.291886195995785
"Stembureau De SPOT","543","1067 CP","1276","82",0.0642633228840125
"Stembureau Broedplaats De Vlugt","548","1063 BJ","1898","306",0.161222339304531
"Stembureau PlusPunt Eigenwijks Geuzenveld","550","1067 DD","1252","829",0.662140575079872
"Stembureau Oase/De Bron","551","1064 ST","2162","489",0.226179463459759
"Stembureau Goeman Borgesiusschool","552","1067 EZ","1197","640",0.534670008354219
"Stembureau Pieter Jelles Troelstraschool","555","1067 CG","2659","596",0.224144415193682
"Stembureau Gymzaal","564","1066 AZ","2738","230",0.0840029218407597
"Stembureau Calandhal","565","1068 RR","1465","342",0.233447098976109
"Stembureau Garage Notweg","566","1068 LL","757","401",0.529722589167767
"Stembureau Tuinpark Lissabon","568","1066 CB","1116","227",0.203405017921147
"Stembureau Huis van de Wijk België","569","1066 SB","778","1333",1.7133676092545
"Stembureau Van Eesteren Paviljoen - Museum","571","1064 GV","1473","1088",0.738628649015614
"Stembureau Tuin van Sloten","574","1066 CW","943","334",0.354188759278897
"Stembureau Stichting Argan","575","1062 BM","1034","765",0.739845261121857
"Stembureau Corendon City Hotel Amsterdam","576","1066 BP","2598","424",0.16320246343341
"Stembureau FNV Vakbondshuis","577","1062 DB","1147","184",0.160418482999128
"Stembureau Huis van de Wijk 't Blommetje","579","1068 ML","948","227",0.239451476793249
"Stembureau Lola Luid","580","1062 BJ","2262","425",0.18788682581786
"Stembureau Stadsboerderij Osdorp","581","1069 XT","1470","510",0.346938775510204
"Stembureau Culturele Stichting Konya","582","1067 CE","1744","435",0.249426605504587
"Stembureau Nieuw-Apostolische Kerk","583","1068 KK","853","346",0.405627198124267
"Stembureau Café Casa Sofia","584","1066 EC","2689","272",0.101152844923763
"Stembureau Tent Parkeerplaats Tuincentrum Osdorp","586","1069 LL","1865","1397",0.749061662198391
"Stembureau Tent Diepenbeekplantsoen","588","1066 KK","2513","831",0.330680461599682
"Stembureau Tent Oostoever (Kröller-Müllerpark)","590","1064 PN","2840","917",0.322887323943662
"Stembureau Tent Schoolpein ‘t Koggeschip","591","1067 DE","1522","855",0.561760840998686
"Stembureau Zaalverhuur de Diamant","596","1066 EW","2598","176",0.0677444187836797
"Stembureau De Serre","597","1069 KB","2684","316",0.117734724292101
"Stembureau De Serre","598","1069 KB","2684","349",0.130029806259314
"Stembureau Stadsloket Amsterdam-Noord","600","1025 XL","2077","1056",0.508425613866153
"Stembureau Brede Mgr. Bekkersschool","601","1024 JR","2259","500",0.221336874723329
"Stembureau OBA Banne","603","1034 CR","1312","526",0.400914634146341
"Stembureau Wijkgebouw Schellingwoude","605","1023 NX","879","428",0.486916951080774
"Stembureau OBS De Driemaster","607","1034 SG","1811","355",0.196024295969078
"Stembureau Het Zwanenmeer","610","1024 BE","2109","793",0.376007586533902
"Stembureau Museum Amsterdam Noord","611","1022 AD","1468","696",0.474114441416894
"Stembureau Middelbare School Hogelant","612","1024 VK","1063","314",0.295390404515522
"Stembureau Speeltuinvereniging Nieuwendam","613","1023 EL","589","646",1.09677419354839
"Stembureau Protestantse Gemeente Nieuwendam","614","1023 BH","1789","845",0.472330911123533
"Stembureau Gymzaal Buikslotermeerschool","615","1025 PZ","1204","504",0.418604651162791
"Stembureau OBS De Klimop","617","1031 CB","775","441",0.569032258064516
"Stembureau ROC-TOP","618","1033 SB","2166","58",0.0267774699907664
"Stembureau Buurtcentrum de Driehoek","619","1025 PX","1092","663",0.607142857142857
"Stembureau OBS De Kinderboom","621","1021 BZ","959","312",0.32533889468196
"Stembureau OBS Het Vogelnest","622","1021 CS","1031","273",0.264791464597478
"Stembureau Buurtcentrum De Meeuw","624","1021 PH","1394","866",0.621233859397417
"Stembureau Tolhuistuin","625","1031 KT","2866","604",0.210746685275645
"Stembureau Buurtcentrum De Valk","629","1021 LA","1988","541",0.272132796780684
"Stembureau Huis van de Wijk","636","1034 CR","2076","547",0.263487475915222
"Stembureau Senioren-flat de Wasknijper","637","1025 MZ","1853","803",0.433351322180248
"Stembureau OBS De Vier Windstreken","638","1034 PX","1312","276",0.210365853658537
"Stembureau OBS De Vier Windstreken","639","1034 PX","1383","264",0.190889370932755
"Stembureau OBA Molenwijk","640","1035 EG","1405","1113",0.792170818505338
"Stembureau IKC Overhoeks","642","1031 HW","1378","537",0.389695210449927
"Stembureau SBO De Zeppelin","644","1033 LW","1365","385",0.282051282051282
"Stembureau Orion College Amsterdam","645","1025 NN","989","251",0.253791708796764
"Stembureau Hotel NH Amsterdam Noord","646","1031 XP","1365","428",0.313553113553114
"Stembureau Eye Filmmuseum","647","1031 KT","1352","660",0.488165680473373
"Stembureau Grand Café Noorderpark","649","1032 VS","1170","500",0.427350427350427
"Stembureau Buurtcentrum De Evenaar","650","1033 BE","1012","675",0.66699604743083
"Stembureau OBS Twiskeschool","651","1035 VR","1211","418",0.345169281585467
"Stembureau OBS Twiskeschool","652","1035 VR","1247","460",0.368885324779471
"Stembureau Gymzaal De Krijtmolen","654","1035 EE","2193","899",0.409940720474236
"Stembureau De Kerk Ransdorp","657","1028 BL","1433","507",0.353803210048849
"Stembureau Antoniushuis","660","1032 HM","1402","422",0.300998573466476
"Stembureau Buiksloterkerk","663","1034 VZ","1909","986",0.516500785751702
"Stembureau Gymzaal IKC Noordrijk","665","1036 LD","1411","849",0.601700921332388
"Stembureau Gymzaal de IJsbreker","666","1031 HT","1187","571",0.481044650379107
"Stembureau OBA Waterlandplein","669","1024 NB","1398","1041",0.744635193133047
"Stembureau S.O. De Heldring","673","1032 LH","1161","358",0.308354866494401
"Stembureau Gereformeerde Gemeente Amsterdam","676","1033 AC","1078","381",0.353432282003711
"Stembureau Gymzaal Boven 't IJ Montessorischool","677","1025 DD","1589","583",0.366897419760856
"Stembureau Pathé Amsterdam Noord","678","1025 XL","1401","805",0.574589578872234
"Stembureau Credo Church","680","1033 BW","1603","174",0.108546475358702
"Stembureau Het Zonnehuis","681","1033 EJ","1307","829",0.634276970160673
"Stembureau STAXI","682","1025 AZ","1440","328",0.227777777777778
"Stembureau ROC-TOP","685","1033 SB","1312","915",0.697408536585366
"Stembureau Stichting Buurtkamer Kadoelen","688","1035 SB","1561","496",0.317745035233824
"Stembureau Het Apostolisch Genootschap","690","1032 GB","1789","321",0.179429849077697
"Stembureau Gymzaal De Capelle","692","1025 KN","1089","155",0.142332415059688
"Stembureau Kerk van Zunderdorp","693","1027 AK","1290","287",0.222480620155039
"Stembureau Xplore","698","1034 XZ","1587","288",0.181474480151229
"Stembureau Tent - Cordaan Het Anker","699","1033 PK","1121","472",0.421052631578947
"Stembureau Stadsloket Zuidoost","701","1102 CW","2471","942",0.381222177256172
"Stembureau Basisschool Klaverblad","703","1102 MX","2239","283",0.126395712371594
"Stembureau Buurthuis Holendrecht","704","1106 LP","1350","531",0.393333333333333
"Stembureau Wooncentrum De Venser","706","1102 RA","2903","394",0.135721667240785
"Stembureau Gymzaal Geerdinkhof","711","1103 RP","1307","912",0.697781178270849
"Stembureau Buurthuis Gein","712","1107 NB","3204","915",0.285580524344569
"Stembureau Gymzaal Woudrichemstraat","714","1107 NG","2905","350",0.120481927710843
"Stembureau Cultureel Centrum NoLimit","718","1103 BG","3219","567",0.17614165890028
"Stembureau Gymzaal Kortvoort","719","1104 KW","1210","269",0.222314049586777
"Stembureau De Groene Hub","720","1106 LP","1181","352",0.29805249788315
"Stembureau School Het Gein","722","1106 ZG","2612","1268",0.485451761102603
"Stembureau Gymzaal Alexander Dumaslaan","724","1102 WD","3030","592",0.195379537953795
"Stembureau Buurthuis Bonte Kraai","732","1104 CD","1426","1137",0.797335203366059
"Stembureau Welzijnsvereniging Bangsa Jawa","738","1105 BV","1431","228",0.159329140461216
"Stembureau Gymzaal Kantershof","739","1104 HJ","1328","318",0.239457831325301
"Stembureau Open Schoolgemeenschap Bijlmer","740","1103 BE","2442","494",0.202293202293202
"Stembureau Gymzaal EGoli","742","1103 AC","1512","271",0.179232804232804
"Stembureau Pathé Arena","749","1101 DS","1077","419",0.389043639740019
"Stembureau Stichting Heesterveld Creative Community","752","1102 SB","1089","252",0.231404958677686
"Stembureau Wijkcentrum Ala Kondre","753","1104 PH","1814","223",0.122932745314223
"Stembureau Gymzaal Mijehof","754","1106 HW","1529","591",0.386527141922825
"Stembureau OBA Bijlmerplein/Imagine IC","756","1102 DK","2353","313",0.133021674458139
"Stembureau Gymzaal Reigersbos","757","1107 EZ","1300","537",0.413076923076923
"Stembureau Gymzaal Reigersbos","758","1107 EZ","1269","473",0.372734436564224
"Stembureau Basisschool Shri Laksmi","762","1102 JR","1437","464",0.322894919972164
"Stembureau De Kazerne","763","1106 AK","1101","406",0.368755676657584
"Stembureau Sporthal Gaasperdam","765","1106 AW","1357","431",0.317612380250553
"Stembureau Ir. Lely Lyceum","766","1106 AW","1383","398",0.287780187997108
"Stembureau Gymzaal Huntum","767","1102 JA","2000","208",0.104
"Stembureau Kerkcentrum De Nieuwe Stad","769","1103 TR","1521","108",0.0710059171597633
"Stembureau ROC van Amsterdam","770","1102 CV","1621","110",0.067859346082665
"Stembureau Cultureel Centrum NoLimit","771","1103 BG","1411","540",0.382707299787385
"Stembureau Kerkcentrum De Nieuwe Stad","773","1103 TR","1027","119",0.11587147030185
"Stembureau Gymzaal Woudrichemstraat","774","1107 NG","1111","374",0.336633663366337
"Stembureau Wijkcentrum Kormelink","776","1104 NP","1001","189",0.188811188811189
"Stembureau IamJong","777","1102 CP","1421","104",0.0731878958479944
"Stembureau Gymzaal Kantershof","778","1104 HJ","1507","314",0.20836098208361
"Stembureau Gymzaal EGoli","779","1103 AC","1703","281",0.165002935995302
"Stembureau Gymzaal Huntum","780","1102 JA","1412","208",0.147308781869688
"Stembureau Planetarium Meeting Center Amsterdam","782","1108 JA","1501","743",0.495003331112592
"Stembureau Matchzo","783","1109 BR","1292","722",0.558823529411765
"Stembureau Stadhuis","784","1381 BB","1121","1139",1.01605709188225
"Stembureau Gebouw Papelaan 99","785","1382 RK","1492","650",0.435656836461126
"Stembureau Wispe Brouwerij","787","1382 AE","1626","927",0.570110701107011
"Stembureau Brede school Kors Breijer","788","1382 RP","1797","633",0.352253756260434
"Stembureau Sporth. Aetsveld","790","1383 ED","1453","821",0.565037852718513
"Stembureau Sporthal Aetsveld","791","1383 ED","1482","649",0.437921727395412
"Stembureau Brandweerkazerne","792","1381 CZ","1512","806",0.533068783068783
"Stembureau Sporthal Weespersluis","793","1384 AH","826","508",0.61501210653753
"Stembureau Sporthal Weespersluis","794","1384 AH","1192","359",0.301174496644295
"Stembureau OBS DeTriangel","796","1381 NA","1207","285",0.236122618061309
"Stembureau Auto Lancker CarProf","797","1382 JL","831","346",0.416365824308063
"Stembureau mobiel","798","","0","44",Inf
"Stembureau Volvo Dealer Stern","799","1382 JK","1555","307",0.197427652733119
"Stembureau Stadhuis","801","1011 PN","0","645",Inf
"Stembureau Het Claverhuis","802","1016 TX","0","654",Inf
"Stembureau Kerk De Duif","803","1017 LD","0","618",Inf
"Stembureau Akhnaton","804","1012 PV","0","164",Inf
"Stembureau Posthoornkerk","805","1013 EX","0","770",Inf
"Stembureau Oosterkerk","806","1018 LS","0","676",Inf
"Stembureau Room Mate Aitana","807","1013 MM","0","159",Inf
"Stembureau Gymzaal","808","1066 ER","0","174",Inf
"Stembureau Stadsloket Nieuw-West","809","1068 TG","0","349",Inf
"Stembureau Calandhal","810","1068 RR","0","204",Inf
"Stembureau Gymzaal","811","1069 GE","0","206",Inf
"Stembureau Regenbooggemeente","812","1065 GJ","0","261",Inf
"Stembureau Sportzaal Jan de Louter","813","1063 ME","0","252",Inf
"Stembureau Culturele Stichting Konya","814","1067 CE","0","151",Inf
"Stembureau Gymzaal","815","1066 AZ","0","227",Inf
"Stembureau Stadsloket Amsterdam-Noord","816","1025 XL","0","386",Inf
"Stembureau Wijkgebouw Schellingwoude","817","1023 NV","0","109",Inf
"Stembureau Protestantse Gemeente Nieuwendam","818","1023 BH","0","215",Inf
"Stembureau Huis van de Wijk","819","1034 CR","0","291",Inf
"Stembureau Gymzaal de IJsbreker","820","1031 HT","0","242",Inf
"Stembureau Het Zonnehuis","821","1033 EJ","0","381",Inf
"Stembureau Verenigingsgebouw Batavia","822","1095 KS","0","266",Inf
"Stembureau Stadsloket Oost","823","1093 NG","0","736",Inf
"Stembureau Sportzaal J.F. van Hengelstraat","824","1019 DC","0","269",Inf
"Stembureau Gymzaal Metis Montessori Lyceum","825","1091 HV","0","405",Inf
"Stembureau Koningskerk","826","1097 EP","0","348",Inf
"Stembureau Sportzaal CVT","827","1087 EJ","0","305",Inf
"Stembureau Sportgebouw Zeeburgereiland","828","1095 MK","0","168",Inf
"Stembureau A.K.C. Blauw-Wit","829","1056 EP","0","196",Inf
"Stembureau A.K.C. Blauw-Wit","830","1056 EP","0","271",Inf
"Stembureau Sporthal Laan van Spartaan","831","1061 MB","0","60",Inf
"Stembureau Bellamy Museum","833","1053 BR","0","604",Inf
"Stembureau Gymzaal Corantijn","834","1058 DA","0","323",Inf
"Stembureau Stadsloket West","835","1055 EK","0","362",Inf
"Stembureau Tent Levantplein","836","1019 MB","0","369",Inf
"Stembureau De Roos","837","1071 BW","0","528",Inf
"Stembureau Thomaskerk","838","1077 WX","0","364",Inf
"Stembureau Het Amsterdamse Proeflokaal","839","1076 CK","0","484",Inf
"Stembureau Stadsloket Zuid","840","1079 MZ","0","324",Inf
"Stembureau Studio Sarphaat","841","1073 ED","0","564",Inf
"Stembureau gymzaal De Rivierenschool","842","1079 EM","0","551",Inf
"Stembureau Marius ten Catehof","843","1081 ES","0","253",Inf
"Stembureau RAI","844","1078 GZ","0","330",Inf
"Stembureau PANCAKES Amsterdam Zuidas","845","1082 MK","0","253",Inf
"Stembureau Stadsloket Zuidoost","846","1102 CW","0","287",Inf
"Stembureau Gymzaal Kantershof","847","1104 HJ","0","162",Inf
"Stembureau Gymzaal EGoli","848","1103 AC","0","59",Inf
"Stembureau Gymzaal Mijehof","849","1106 HW","0","157",Inf
"Stembureau De Groene Hub","850","1106 LP","0","165",Inf
"Stembureau Stadhuis","857","1381 BB","0","430",Inf
"Stembureau Auto Lancker CarProf","858","1382 JL","0","194",Inf
"Stembureau Stadhuis","901","1011 PN","0","826",Inf
"Stembureau Het Claverhuis","902","1016 TX","0","979",Inf
"Stembureau Kerk De Duif","903","1017 LD","0","984",Inf
"Stembureau Akhnaton","904","1012 PV","0","240",Inf
"Stembureau Posthoornkerk","905","1013 EX","0","1170",Inf
"Stembureau Oosterkerk","906","1018 LS","0","1030",Inf
"Stembureau Room Mate Aitana","907","1013 MM","0","226",Inf
"Stembureau Gymzaal","908","1066 ER","0","280",Inf
"Stembureau Stadsloket Nieuw-West","909","1068 TG","0","574",Inf
"Stembureau Calandhal","910","1068 RR","0","373",Inf
"Stembureau Gymzaal","911","1069 GE","0","348",Inf
"Stembureau Regenbooggemeente","912","1065 GJ","0","367",Inf
"Stembureau Sportzaal Jan de Louter","913","1063 ME","0","427",Inf
"Stembureau Culturele Stichting Konya","914","1067 CE","0","284",Inf
"Stembureau Gymzaal","915","1066 AZ","0","375",Inf
"Stembureau Stadsloket Amsterdam-Noord","916","1025 XL","0","691",Inf
"Stembureau Wijkgebouw Schellingwoude","917","1023 NV","0","187",Inf
"Stembureau Protestantse Gemeente Nieuwendam","918","1023 BH","0","304",Inf
"Stembureau Huis van de Wijk","919","1034 CR","0","497",Inf
"Stembureau Gymzaal de IJsbreker","920","1031 HT","0","339",Inf
"Stembureau Het Zonnehuis","921","1033 EJ","0","647",Inf
"Stembureau Verenigingsgebouw Batavia","922","1095 KS","0","515",Inf
"Stembureau Stadsloket Oost","923","1093 NG","0","1076",Inf
"Stembureau Sportzaal J.F. van Hengelstraat","924","1019 DC","0","428",Inf
"Stembureau Gymzaal Metis Montessori Lyceum","925","1091 HV","0","736",Inf
"Stembureau Koningskerk","926","1097 EP","0","584",Inf
"Stembureau Sportzaal CVT","927","1087 EJ","0","546",Inf
"Stembureau Sportgebouw Zeeburgereiland","928","1095 MK","0","266",Inf
"Stembureau A.K.C. Blauw-Wit","929","1056 EP","0","335",Inf
"Stembureau A.K.C. Blauw-Wit","930","1056 EP","0","388",Inf
"Stembureau Sporthal Laan van Spartaan","931","1061 MB","0","168",Inf
"Stembureau Bellamy Museum","933","1053 BR","0","901",Inf
"Stembureau Gymzaal Corantijn","934","1058 DA","0","571",Inf
"Stembureau Stadsloket West","935","1055 EK","0","703",Inf
"Stembureau Tent Levantplein","936","1019 MB","0","528",Inf
"Stembureau De Roos","937","1071 BW","0","748",Inf
"Stembureau Thomaskerk","938","1077 WX","0","568",Inf
"Stembureau Het Amsterdamse Proeflokaal","939","1076 CK","0","733",Inf
"Stembureau Stadsloket Zuid","940","1079 MZ","0","501",Inf
"Stembureau Studio Sarphaat","941","1073 ED","0","898",Inf
"Stembureau gymzaal De Rivierenschool","942","1079 EM","0","941",Inf
"Stembureau Marius ten Catehof","943","1081 ES","0","314",Inf
"Stembureau RAI","944","1078 GZ","0","466",Inf
"Stembureau PANCAKES Amsterdam Zuidas","945","1082 MK","0","353",Inf
"Stembureau Stadsloket Zuidoost","946","1102 CW","0","549",Inf
"Stembureau Gymzaal Kantershof","947","1104 HJ","0","297",Inf
"Stembureau Gymzaal EGoli","948","1103 AC","0","137",Inf
"Stembureau Gymzaal Mijehof","949","1106 HW","0","290",Inf
"Stembureau De Groene Hub","950","1106 LP","0","228",Inf
"Stembureau Stadhuis","957","1381 BB","0","643",Inf
"Stembureau Auto Lancker CarProf","958","1382 JL","0","234",Inf
"ROC-TOP","572","1033 SB","1795","474",0.264066852367688
"Europahal","1","1862 BC","1765","767",0.434560906515581
"Tent bij Frankenstate","2","1861 HD","1814","885",0.48787210584344
"'t Oude Raethuys","3","1861 KS","1829","916",0.500820120284308
"Gymzaal Jan Hogervorst","4","1861 LN","1888","761",0.403072033898305
"Tent voormalig T&O buurthuis","5","","1577","824",0.522511097019658
"Tent bij De Marke","6","1862 JA","1645","941",0.572036474164134
"Hotel Victoria","7","1865 AB","300","220",0.733333333333333
"Hotel Merlet","8","1871 AC","1228","631",0.513843648208469
"Dorpscentrum De Blinkerd","9","1871 EM","1103","602",0.545784224841342
"Gymzaal Gruttoweg","10","1873 JC","1541","752",0.487994808565866
"SBB Schoorlse Duinen","11","1871 HA","1418","564",0.397743300423131
"Abdijwinkel","12","1935 AR","1085","583",0.537327188940092
"Dorpshuis De Schulp","13","1935 EB","1178","845",0.717317487266554
"Boswaidschool","14","1934 GN","1459","841",0.57642220699109
"Dorpshuis Hanswijk","15","1934 CP","1393","815",0.585068198133525
"O.K. Verenigingsgebouw","16","1931 CA","1351","713",0.527757216876388
"Hotel Zuiderduin","17","1931 VL","1307","414",0.316755929609793
"Sporthal De Watertoren","18","1931 BA","1342","437",0.325633383010432
"'t Oude Raethuys maandag 14 maart 2022","103","1861 KS","0","737",Inf
"De Blinkerd maandag 14 maart 2022","109","1871 EM","0","339",Inf
"Hotel Zuiderduin maandag 14 maart 2022","117","1931 VL","0","263",Inf
"'t Oude Raethuys dinsdag 15 maart 2022","203","1861 KS","0","889",Inf
"De Blinkerd dinsdag 15 maart 2022","209","1871 EM","0","422",Inf
"Hotel Zuiderduin dinsdag 15 maart 2022","217","1931 VL","0","334",Inf
"Beverwijkse Harmonie Kapel","375","1942EH","0","787",Inf
"Brandweerkazerne Beverwijk-Oost","375","1947LA","0","922",Inf
"Buurthuis Wijk aan Duin","375","1944TD","0","838",Inf
"De Moriaan","375","1949EG","0","667",Inf
"De Moriaan","375","1949EG","0","170",Inf
"De Moriaan","375","1949EG","0","258",Inf
"Fysiotherapie Europa","375","1946WJ","0","313",Inf
"Gymzaal de Dreef","375","1943DD","0","909",Inf
"Gymzaal Kuikensweg","375","1944EL","0","1139",Inf
"Gymzaal Kuikensweg","375","1944EL","0","391",Inf
"Gymzaal Kuikensweg","375","1944EL","0","582",Inf
"Immanuelkerk","375","1945PG","0","429",Inf
"Kennemer Theater","375","1941HD","0","605",Inf
"Kennemer Theater","375","1941HD","0","1090",Inf
"Kennemer Theater","375","1941HD","0","718",Inf
"Mobiel Stembureau","375","1941HD","0","43",Inf
"Nieuw Akerendam","375","1942BJ","0","612",Inf
"OBS het Kompas","375","1946AZ","0","456",Inf
"Speeltuin Jeugd en Vreugd","375","1946TS","0","243",Inf
"Sporthal Waterwijk","375","1948CH","0","308",Inf
"Sporthal Waterwijk","375","1948CH","0","905",Inf
"Sporthal Waterwijk","375","1948CH","0","318",Inf
"Sporthal Waterwijk","375","1948CH","0","438",Inf
"Stadhuis Bijzonder Stembureau","375","1948LC","0","309",Inf
"TTV Rapidity","375","1944RK","0","473",Inf
"Vredevorstkerk","375","1945AC","0","820",Inf
"Gemeentehuis","1","1261 JB","1312","643",0.490091463414634
"Dorpshuis de Blaercom","2","1261 EV","1418","906",0.638928067700987
"Het Vitusgebouw","3","1261 JB","1339","300",0.224047796863331
"OBS Bijvanck","4","1261 MX","1336","586",0.438622754491018
"Wijkcentrum De Malbak","5","1261 NK","1378","871",0.632075471698113
"Experience Centre De Blaricummermeent","6","1261 ZM","1345","559",0.415613382899628
"LTV de Bijvanck","7","1261 TA","1287","569",0.442113442113442
"Gemeentehuis","8","1261 JB","0","496",Inf
"Gemeentehuis","9","1261 JB","0","519",Inf
"Mobiel stembureau met bep. toegang (15-03-2022)","10","1261 GD","0","20",Inf
"Adventskerk 14 maart 2022","377","2111HA","0","316",Inf
"Adventskerk 15 maart 2022","377","2111HA","0","299",Inf
"Adventskerk 16 maart 2022","377","2111HA","1187","489",0.411962931760741
"Centraal Servicepunt Bennebroek 14 maart 2022","377","2111HA","0","318",Inf
"Centraal Servicepunt Bennebroek 15 maart 2022","377","2111HA","0","364",Inf
"Centraal Servicepunt Bennebroek 16 maart 2022","377","2121VE","1040","498",0.478846153846154
"Centrum voor Jeugd en Gezin 14 maart 2022","377","2121VE","0","228",Inf
"Centrum voor Jeugd en Gezin 15 maart 2022","377","2121VE","0","294",Inf
"Centrum voor Jeugd en Gezin 3 16 maart 2022","377","2061HW","1273","533",0.418695993715632
"De Nieuwe Kring 16 maart 2022","377","2111AS","1207","593",0.491300745650373
"De Voghelsanck 16 maart 2022","377","2114ES","939","353",0.375931842385517
"Dorpshuis Vogelenzang 14 maart 2022","377","2114ER","0","142",Inf
"Dorpshuis Vogelenzang 15 maart 2022","377","2114ER","0","194",Inf
"Dorpshuis Vogelenzang 16 maart 2022","377","2114ER","928","429",0.462284482758621
"Gebouw Tinholt 16 maart 2022","377","2051LA","1571","856",0.544875875238702
"Gemeentehuis 14 maart 2022","377","2051GJ","0","520",Inf
"Gemeentehuis 15 maart 2022","377","2051GJ","0","645",Inf
"Gemeentehuis 3 16 maart 2022","377","2051GJ","1689","977",0.578448786264062
"Hertenkamp 16 maart 2022","377","2061BA","577","323",0.559792027729636
"Het Trefpunt 16 maart 2022","377","2121AJ","1154","727",0.62998266897747
"Jagershuis 16 maart 2022","377","2121GW","1011","315",0.311572700296736
"Kerkelijk Centrum 16 maart 2022","377","2061JD","1713","700",0.408639813193228
"Sparrenbosschool 16 maart 2022","377","2121CJ","1021","421",0.412340842311459
"Vondelschool 16 maart 2022","377","2111CJ","1183","817",0.69061707523246
"Welzijn Bloemendaal 16 maart 2022","377","2061CH","1786","866",0.48488241881299
"Gemeentehuis","1","1902 CA","2009","1335",0.664509706321553
"Tuin van Kapitein Rommel","2","1901 DZ","0","790",Inf
"Gymzaal Eerste Groenelaan","3","1901 TD","1907","792",0.415312008390142
"De Kern","4","1901 EW","1956","714",0.365030674846626
"Pastorie RK kerk","5","1901 EK","1519","475",0.312705727452271
"Gymzaal Walingstuin","6","1902 BC","1309","795",0.60733384262796
"Gymzaal Rooseveltlaan","7","1902 DH","1966","844",0.429298067141404
"Sportcentrum De Bloemen","9","1902 GT","1881","841",0.447102604997342
"Buurt- en Biljartcentrum Castricum","10","1901 XB","1752","997",0.569063926940639
"Gymzaal Vondelstraat","11","1901 HT","1817","265",0.145844799119428
"De Oude Keuken","12","1901 ZZ","1309","499",0.381207028265852
"FASE FIER","13","1901 KA","1571","1025",0.652450668364099
"'t Kruispunt","14","1921 XC","1513","868",0.573694646397885
"Sportcentrum De Lelie","15","1921 EK","1418","601",0.423836389280677
"De Storey Club","16","1921 CV","1321","247",0.186979560938683
"Gymzaal Het Kleurenorkest","17","1906 CC","2457","1160",0.472120472120472
"Vredeburg","18","1906 AL","1920","1192",0.620833333333333
"Sportcentrum De  Enterij","19","1906 AP","1968","396",0.201219512195122
"mobiel stembureau","20","1489 NB","0","247",Inf
"Gemeentehuis maandag","100","1902 CA","0","865",Inf
"Tuin van Kapitein Rommel maandag","150","1901 DZ","0","365",Inf
"Gemeentehuis dinsdag","200","1902 CA","0","1044",Inf
"Tuin van Kapitein Rommel dinsdag","250","1901 DZ","0","599",Inf
"'t Kruispunt  maandag","300","1921 XC","0","313",Inf
