"Street/Name","Zipcode","Invited","Turnout","X","Y"
"Isendoorn College","7231NN","1045",204,212336.897018014,461129.593001209
"Islamitisch Cultureel Centrum Woerden","3442JE","1586",687,119957.140392687,454783.843935653
"ISV Kameleon","2543RT","1518",235,78190.4306896637,451042.904849772
"It Andringahûs","8495KD","1175",594,188965.312728824,562378.617349199
"It Deelshûs","8468BJ","605",322,188074.995574602,556426.999394169
"It Holt","9033WH","873",496,178265.919212473,578194.601354454
"It Lokaal","8581KB","288",191,165088.822144093,548245.172110284
"It Polderhûs","9215VZ","255",172,192817.152,567911.866
"it Trefpunt","8454KG","1100",628,196370.995483714,550042.999382075
"Jaarbeursplein 6  ingang Croeselaan","3521AL","1401",441,135770.4236352,455542.618035967
"Jagershuis 16  ","2121GW","1011",315,101454.287341394,481875.920958909
"Jakob Bruggemacentrum","9641EZ","2806",288,254641.339355142,570331.096441519
"Jan Barbierschool","7447RH","687",381,226866.800513319,493271.160958892
"Jan Broekhuishal stadhuis","3201EL","1361",1954,82066.2858853914,429365.608531954
"Jan de Bakkerschool","3442XH","1781",792,120227.350198592,455061.120038827
"Jan Hekmanschool","1191JP","1747",872,121820.222891931,478512.622797717
"Jan Janssen Sporthal","2631GA","2885",1055,86693.0200624403,451463.982885934
"Jan Ligthartschool","6821CK","1528",668,191104.530949772,444588.813643499
"Jan Tinbergen College","4706EZ","0",271,92067.8586153339,394013.449928609
"Jan van Galenstraat 6","3572LA","1791",1012,137763.601648144,457159.333778198
"Jan van Nassauschool","2515TM","2364",382,82300.0038215805,454577.148127793
"Jan van Ransdorpstraat 32","3554VZ","1350",297,134990.4873252,458478.551780885
"Jan van Rijckenborghschool (16-03-2022)","1222SX","1902",241,0,0
"Jan Wissinkhal LTTC de Toekomst","7241VE","1680",1014,224137.927079978,464135.567996042
"Jazzsingel 900","3543GB","759",336,132459.786186161,457080.04728969
"JC De Sprok","6546JZ","0",472,182404.695856911,427889.438281744
"Jeanne d'Arcdreef 1","3561SB","1590",474,137150.659206367,458389.489186223
"Jeruzalemkerk","9711XB","0",933,233978.954581063,582449.146095682
"Jeu de Boules Club De Goede Worp","2544GH","1283",209,77236.1970067725,450816.450806517
"Jeugdcentrum ""De Spelewey""","2215AB","1893",782,92965.3150018971,471116.564307077
"Jeugdhuis de Poolster","2221NT","1505",813,88784.0001178014,469853.000408021
"Jeugdhuis Woezik","6604CC","0",1945,179149.000286534,425958.000816079
"Jeugdvereniging Don Bosco","1165GP","629",313,112030.999938464,488365.000725942
"Jeugdvereniging Vrij en Blij","1121CP","0",640,122782.546954797,493384.201153085
"Jirnsum M.f.c. It Kattehûs","9011VJ","1082",552,182187.444311316,565525.205655093
"Jistrum, Kantine Sportvereniging 16 ","9258CL","717",420,200323.995515603,580669.998724971
"Johan Frisoschool","3448DX","1671",696,119201.299899285,454364.740881866
"Johan Limpershof","2025EJ","1646",674,104592,492732
"Johan Wagenaarkade 45A","3533TE","1606",855,133978.862558598,455464.82062283
"Johannes Calvijnschool","3132JB","1987",354,81835.8380709856,436467.393148081
"Johannes Calvijnschool","8321JA","1618",971,169381.747897141,519906.73764491
"Johannes de Doperkerk","8763MK","436",244,161068.156532778,559081.467864859
"Johanneskerk","1251AW","1464",552,144731.000111972,474315.00045399
"Jongeren Activiteiten Centrum (JAC)","3241LH","1954",901,71144.4635472362,419063.180246407
"Jongeren Centrum Spectrum II","2661AL","0",1181,93743.2788203633,445711.390192877
"Jongerencentrum @hok","2215KZ","1876",452,93759.0826840154,471646.921198576
"jongerencentrum BLOK 0180","2992ZB","2549",1081,96229.6657167125,428664.776430016
"Jongerencentrum Buk Buk","1852EH","1184",554,108314.648783599,512850.248001662
"Jongerencentrum De Keet (16-03-2022)","1216NH","1626",173,137886.821057767,470156.343737844
"Jongerencentrum de Koe","1991JE","1978",856,105170,494512
"Jongerencentrum De Madser","6831EJ","1986",643,190007.562797169,441127.537787387
"Jongerencentrum De Mix (16-03-2022)","1221EM","2321",350,141699.529236616,470998.953605837
"Jongerencentrum Gotcha","6044TV","1414",370,198520.932837193,356263.436437205
"Jongerencentrum Loesje","5731GR","1752",820,171606.566348606,383727.78588543
"Jongerencentrum Maaswijk","3207HX","5296",3265,84328.7418617538,427661.546645591
"Jongerencentrum The Culture 15 ","2625CZ","400",1758,82797.4941373725,445472.690078561
"Jongerencentrum Westdijk","3206RM","1143",296,81129.2007999466,427366.78515946
"JongerenStip","6511BA","1886",532,187447.665539718,428539.694431644
"Josefschool","4101CZ","23168",600,144066.521111268,440765.163433296
"Jozef Sartoschool","6824EG","2075",888,192741.59308978,444409.306558624
"JSP+","6041JS","999",234,197015.297,356022.117
"Jubal Muziek Centrum  bureau 2","3312KD","742",504,0,0
"Julianakerk","2171CZ","1844",845,95574.9501702827,471050.201594097
"Julianakerk  bureau 2","3314LT","964",1121,0,0
"Kadeplein","4703GG","0",341,0,0
"Kalenberger Gemeenschapshuis","8377HL","203",130,193383.661895128,532389.362999617
"Kanaalstraat 198","3531CP","782",1048,135085.858617598,455887.828898491
"Kanaalweg 174","3533HL","1365",348,133989.701344873,456184.327362835
"Kandelaarkerk","3315KW","1029",721,108738.547653671,424157.955890236
"Kandinskystraat 40","3544NW","1668",639,130862.643366658,456854.217035582
"Kantine A.S.V. sportcomplex","1244PK","1372",615,135358.0001264,475259.001029366
"Kantine AV & AC Eendracht","6825EX","1583",442,195047.530822761,443715.032125903
"Kantine BBoys","5091EM","1639",689,146162.575435028,386443.85960783
"Kantine BMV Sporthal Reutsdael","6097BH","1495",683,0,0
"Kantine BSV Limburgia","6441SW","923",351,196126.269089896,329761.889269065
"Kantine DZOH (ma)","7827XA","0",1668,256211.000211111,529939.000484547
"Kantine FC LEO 15-03-","9965RE","0",855,221412.99310896,597404.000699417
"Kantine Goorse Mixed Hockey Club","7471HX","1277",590,235946.140023192,472886.091643069
"Kantine HAN","6826CC","714",394,193622.465915999,444677.470020197
"Kantine Korbalvereniging Noordenveld","9301ZE","1162",365,224015,571933
"Kantine Korfbalvereniging Atlas","4389TT","433",264,32712.0299016946,386017.711566445
"Kantine Lubbert Bruins Sportpark","9688RE","564",248,274769.2,581423.447
"Kantine PB Nijeberkoop","8422DH","225",121,208600.500168565,552528.064498025
"Kantine RKVV de Leeuw","6444KL","1632",288,194509.795940236,328284.323906674
"Kantine S.C. Erica","7887TZ","1959",664,258619.000213351,526445.000482536
"Kantine S.V.M.E.","6245SK","2278",638,178476.997805908,309209.999683072
"Kantine SC Scheemda","9679KM","1261",298,261198.287,578308.082
"Kantine SC Veenwouden","9269NB","1221",296,195923.994843169,583912.337509641
"Kantine Sportclub 25 Bocholtz","6351JN","182",219,197436.9999484,314497.000680858
"Kantine sporthal De Eendracht (ma)","7894DH","0",527,266676.992188767,527194.995646569
"Kantine sporthal De Klabbe","7881AV","1309",708,267046.994818163,537594.994971013
"Kantine sporthal de Mossendam","7471SE","937",581,0,0
"Kantine sporthal De Zon","7891TS","1340",577,263199.171217318,528514.163483534
"Kantine Sporthal Dendron (Horst)","5961BE","0",823,201076.994354263,386400.000741141
"Kantine Sporthal Emmerhout","7823PE","1761",531,259465.026213806,535033.792487249
"Kantine Sportpark","4651KS","1230",153,81191.9969034035,399599.002826675
"Kantine sportpark De Valken ()","1607MT","0",682,141979.562152297,518992.651650082
"Kantine sportvereniging Loo","6924AE","935",529,196566.999936186,438247.000910884
"Kantine Sportvereniging Reaal","8253BA","1731",942,175883.995137566,504866.999589261
"Kantine Sportvereniging T.V.O.","7554PV","1060",593,247619.000205257,469970.000450131
"Kantine SV 't Harde ()","8084PB","0",1970,187943.994653733,492640.003662963
"Kantine SV Epse","7214AA","941",331,210666.420171851,470619.340451307
"Kantine SV Ratti","7251LT","1035",533,221809.987640664,457245.596351887
"Kantine SVV'04","7761CK","1694",204,256959,520219
"Kantine TC Linne","6067JA","1777",723,193354.362091947,351258.153514055
"Kantine Tennis Centre Duiven","6921JL","1963",730,199586.000452423,439655.000288447
"Kantine v.v. Arnhemia","6833JK","2170",629,192156.087137427,441700.083465432
"Kantine v.v. Arnhemse Boys","6846DX","2381",736,185562.675127568,439890.901981897
"Kantine v.v. Arnhemse Boys ()","6846XA","0",754,186716.012619572,440662.993665192
"Kantine V.V. Breskens","4511HW","2027",522,27227.4764292682,379402.107562181
"Kantine v.v. MASV ()","6841EE","0",735,189922.624014372,442002.541154562
"Kantine VC Vlissingen","4383VV","1972",431,29251.2332879804,387003.217969161
"Kantine voetbalvereniging ALC Abbekerk","1657EB","0",658,130112.994584477,527046.002845639
"kantine voetbalvereniging FC Medemblik","1671ND","0",908,135467.075358327,530752.830570216
"Kantine Voetbalvereniging MBC'13","6051HE","2722",629,190536.57106776,350190.649953767
"Kantine Voetbalvereniging U.N.A.","5502ED","1483",707,156958.924021222,381255.316793954
"Kantine VV Almkerk","4286ES","1348",375,124647.459,420268.002
"Kantine VV Altena","4255GR","1428",413,123141.803,420707.331
"Kantine vv GFC Goor","7471SJ","825",192,237683.209580685,473251.709324205
"Kantine VV Heerenveen","8448MT","1296",770,192464.99552124,552204.999393103
"Kantine VV Hulsel","5096BS","585",372,140238.142073397,377977.975647383
"Kantine VV Nederhorst","1394JR","1465",546,132029.396823558,473590.226543905
"Kantine VV Nieuw-Roden","9311VA","1985",373,222305.120449347,571741.682974481
"Kantine vv Oldambtster Boys","9943PA","386",193,258835,582193
"Kantine vv Twenthe Goor","7471ES","1243",335,236541.914956458,473230.501351037
"Kapel ""de Schuilplaats"" (Horst)","5961JX","1735",501,201297.994259951,385494.999928927
"Karmac Bibliotheek","1141SE","1250",620,131206.999925016,495911.000500648
"Kasteel Amstenrade","6436CR","1145",606,193058.474161314,328011.259511546
"Kasteel Nederhorst (bijzonder )","1394BK","26",525,131434.000232276,474895.000868305
"Kasteel-Raadhuis Dommelrode","5492GD","0",1284,160091.000126036,396805.000404884
"Kasteelhoeve Geldrop","5662JG","1376",458,166864.767929152,381822.681764072
"KBS de Franciscus","3448TH","1746",984,118824.040273559,454710.120755481
"KBS De Hoeksteen","3137CR","2329",1019,83361.2469941641,439431.832599427
"KC De Wingerd ma","7031AG","0",1689,217183.982512939,443830.884273854
"Kedichem Dorpshuis De Stoof","4247EN","650",397,131849.754407012,430312.210421812
"Keerderberg 21","3453RD","1688",1592,129668.740160751,454955.876991509
"Keerkringplein 40","3582PM","0",1788,137221.912982675,454781.205564926
"Keet Boschplaat","1112KA","723",368,125000.268677036,482483.416543998
"Keet Buitenlust","1111LZ","1943",202,126586.496817127,484241.17602157
"Keet van Markenplantsoen","1111HV","1294",455,126012.116234625,483934.157115428
"Keet Venserkade/Loswal","1112CH","1045",292,0,0
"Kelly van Zon Gymzaal","5104EG","1387",506,124732.489290532,403945.969932216
"Kennemer Theater","1941HD","0",2413,105500.999806771,500130.000270203
"Kentalis","5921AZ","1465",314,207627.565597822,375853.614865715
"Kerckebosch school","3708GA","600",353,146106.96570924,454228.010369413
"Kerk Bakboord","1276BL","1540",283,145741.033129369,478244.568438572
"Kerk De Ark","3951LC","0",352,152989.020104257,453213.350497924
"Kerk De Bron","3315KA","644",2431,108913.533072605,423977.104241258
"Kerk De Hoeksteen","9351KA","1106",496,221648.859020081,575707.302306071
"Kerk de Levensbron","2985BV","2666",944,100889.999736325,431210.000194417
"Kerk De Morgenster","9861ES","911",384,213886.000152593,580407.000169698
"Kerk de Oase","9201GT","1572",575,202471.019,570461.603
"Kerk De Rank","9801AZ","1408",467,222450.000065311,585680.000788573
"Kerk De Wijngaard","7204AB","1115",399,210979.273062903,462031.114000282
"Kerk De Wingerd","2925CV","1440",360,102287.041176575,436477.388997396
"Kerk De Zaaier","9883PS","1068",641,222229.999965032,591250.000438435
"Kerk Grijpskerk-Niezijl","9843AA","1036",548,216688.999986616,586774.000272254
"Kerk Hers.Herv.Gem., Nassaustraat","3372EE","1413",464,119845.574825017,426140.787119268
"Kerk Middelie","1472GS","580",368,129730.093915091,505475.35284025
"Kerk PG Bolnes","2987AK","1510",489,99502.0003703418,434512.000089601
"Kerk Rijsoord","2988BA","1325",409,100647.000224917,429106.000141057
"Kerk Sint Jans Onthoofding","5175BA","1615",526,133188.078048659,404281.438905611
"Kerk van de Nazarener 15  2022","3136GZ","0",1462,84413.8958963651,438131.933137934
"Kerk van J.C. van de H. der Laatste Dagen","9728AR","0",1126,233045.838185194,579272.587586353
"Kerk Zoelmond","4111KV","733",371,149748.000116485,439334.000432406
"Kerkcentrum 't Lichtschip","8243BW","1768",812,159478.557,502450.263
"Kerkcentrum De Ark","2134SR","1690",866,105300.449833245,481049.804789948
"Kerkcentrum De Ark","8251CV","1748",659,177946.078267735,503953.413317776
"Kerkcentrum De Hoeksteen","8255AA","1392",720,172384.459261451,509419.425513026
"Kerkcentrum De Lichtkring","2135DV","0",2447,105632.003833282,479493.752418492
"Kerkcentrum De Voorhof open op 15-03-2022","8256BK","0",1847,175813.000194135,496579.000199965
"Kerkcentrum Gasthuiskerk Zierikzee, ingang achterzijde via Hoge Molenstraat","4301JD","1002",470,53558.7651049974,407810.751524559
"Kerkcentrum Goede Rede","1354AM","0",2248,143680.157777514,483124.128575912
"Kerkcentrum Het Anker","8231BH","1583",835,159983.28,503699.014
"Kerkcentrum Lichtbron","8226TA","1689",916,163215.717,500633.944
"Kerkcentrum Odulf","3781BX","1110",553,170641.381656311,466608.145451938
"Kerkcentrum Ontmoetingskerk","8224CM","1748",562,162231.772,502775.779
"Kerkcentrum Petruskerk","8243KA","1539",603,159901.954,502056.344
"Kerkelijk  Centrum Bethabara I","3781GE","783",715,170069.519715163,466211.395247427
"Kerkelijk Centrum 'De Regenboog' (2)","3845KA","845",1766,168797.497210998,482054.644898946
"Kerkelijk Centrum 't Kerkheem","3781GA","994",561,169914.987801243,466882.94808058
"Kerkelijk Centrum ""De Oosterkerk"" 2","2905NP","1608",1573,101189.797374141,439163.027056127
"Kerkelijk Centrum ""Het Anker""","8754CX","1502",950,162089.565503294,559574.803080383
"Kerkelijk Centrum 16  ","2061JD","1713",700,102960.500895952,491229.558390761
"Kerkelijk Centrum Bethabara II","3781GE","474",1770,170069.519715163,466211.395247427
"Kerkelijk Centrum De Haven Yerseke","4401EE","1121",619,62090.0802903063,390157.216994049
"Kerkelijk Centrum De Hoeksteen","3813PZ","866",2642,155139.437505809,464982.409145374
"Kerkelijk Centrum De Mienskip 15 ","9269SW","0",1318,195403.630219675,583937.014051523
"Kerkelijk Centrum De Overkant","7721AD","1381",534,214359.381277169,502304.110831999
"Kerkelijk Centrum De Rank","8171CP","0",497,194577.772223974,477934.403567231
"Kerkelijk Centrum De Regenboog","2317ST","0",1474,94821.3717224326,465698.771563648
"Kerkelijk centrum de Verbinding ()","3863HT","0",1710,159718.900001295,469266.43685526
"Kerkelijk Centrum De Voorhof","9431AZ","1415",751,237696.728853995,540818.384552907
"Kerkelijk Centrum Dinxperlo","7091CJ","0",309,230791.711863681,430932.661594668
"Kerkelijk Centrum Elim","5311CJ","1234",753,142424.074,423724.606
"Kerkelijk Centrum Het Anker","7681DJ","1448",714,235620.994901271,497173.999490325
"Kerkelijk centrum Ter Holten, Oldeholtpade","8474CL","0",495,199681.977,545520.582
"Kerkelijk gebouw Eben-Haëzer","3774BN","1395",948,174557.543137812,462860.287856763
"Kerkgebouw  De Voorhof","2907LA","1212",463,99571.4338083829,439147.626406539
"Kerkgebouw 't Klankbord","1312JD","919",666,141520.989,486745.022
"Kerkgebouw Apostolisch Genootschap Arnhem","6835AT","1602",903,190588.380598893,440773.997327163
"Kerkgebouw Baptistengemeente","8531NZ","1600",545,176446.680448641,540712.307079675
"Kerkgebouw de Ark","3702SB","1400",784,144378.955976026,455518.996183996
"Kerkgebouw De Ark","3958CG","0",708,160000.028284035,445723.691135955
"Kerkgebouw De Ark","9411NX","1790",464,231206.47079384,542514.166743694
"Kerkgebouw De Bron (ma)","7812EA","0",1522,255603.992323913,531456.998796456
"Kerkgebouw De Engel","1272EC","904",420,143711.019518595,478394.536304397
"Kerkgebouw De Fontein","3131HA","2493",539,0,0
"Kerkgebouw De Fontein","7621TK","977",217,247788.000060847,479727.000425736
"Kerkgebouw de Hoeksteen","3332JA","2810",487,104750.551129836,426714.364016844
"Kerkgebouw de Hoeksteen 2","3333GZ","0",473,102832.024046265,425418.027044824
"Kerkgebouw De Lichtkring","3823EG","866",1981,155917.551973034,466516.335579868
"Kerkgebouw de Ontmoeting","8072GZ","1539",674,182944.338553199,489088.599701094
"Kerkgebouw De Plecht","1276HG","1380",683,145847.893940785,478108.628493195
"Kerkgebouw De Poort","9951BG","779",414,230284.99804633,594179.002574737
"Kerkgebouw De Rank","9422EG","1392",495,226482.861147295,552014.091752544
"Kerkgebouw de Regenboog","5671GR","1651",218,166350.043946824,386983.256900192
"Kerkgebouw De Voorhof","3931CC","10578",768,157680.617039401,454867.390087699
"Kerkgebouw Delfgauw","2645BD","2596",1192,86980.0921640162,447187.992035395
"Kerkgebouw Develhof","3334BN","1717",549,101365.583228192,425665.798827043
"Kerkgebouw Gereformeerde Gemeente","3371BN","1413",898,116333.575311904,426572.787041034
"Kerkgebouw Het Baken","7824JG","2483",611,259368.993521329,533773.997651894
"Kerkgebouw Het Brandpunt","3823EG","865",1120,155917.551973034,466516.335579868
"Kerkgebouw Het Kruispunt","9421PH","1335",602,228255.866775406,555096.163281524
"Kerkgebouw Open Haven Oostburg 2","4501CH","0",1253,22675.3870850651,372527.990645358
"Kerkgebouw Remonstrantse Broederschap","7241EJ","1648",662,225490.000369475,463905.000395726
"Kerkgenootschap Leger des Heils","3135VR","2396",768,84331.2379259993,436958.077018016
"Kerkgenootschap Leger des Heils","6843LA","1491",577,187581.655380799,441004.684159094
