"Street/Name","stationcode","Zipcode","Invited","Turnout","merger"
"Sportcafé Drieburcht","855","5011LP","1844",1546,"855 37"
"Sportcafé Hessenhal","23","6997AH","900",602,"1876 23"
"Sportcafé Jachtlust","24","7391BW","0",3964,"285 24"
"Sportcafé Kuper","24","9628TK","1392",385,"1952 24"
"Sportcampus Zuiderpark","564","2533SR","4825",208,"518 564"
"Sportcentrum Calluna","8","3851BC","1396",731,"233 8"
"Sportcentrum De  Enterij","19","1906AP","1968",396,"383 19"
"Sportcentrum De Bloemen","9","1902GT","1881",841,"383 9"
"Sportcentrum De Lelie","15","1921EK","1418",601,"383 15"
"Sportcentrum De Marsch (drive-through)","26","9765EM","691",918,"1730 26"
"Sportcentrum De Mencke 2","1966","9981JZ","1155",1266,"1966 4"
"Sportcentrum De Schilp","15","2285SP","2135",2044,"603 15"
"Sportcentrum De Spil","275","6663CD","0",5085,"268 275"
"Sportcentrum De Steense II, Wolvega","24","8472AA","0",1208,"98 24"
"Sportcentrum de Vlaskoel Tubbergen","3","7651LD","1435",487,"183 3"
"Sportcentrum De Wasbeek","1525","2171DH","1862",726,"1525 5"
"Sportcentrum De Wensinkhof","2","7622HB","1500",599,"147 2"
"Sportcentrum de Weyver","7","1718MS","1463",497,"432 7"
"Sportcentrum Drachten","57","9202LC","0",2700,"90 57"
"Sportcentrum Duran zaal 2","12","1112BE","1073",1002,"384 12"
"Sportcentrum Leek","11","9351NV","1161",663,"1969 11"
"Sportcentrum Leek 2","15","9351NK","1202",471,"1969 15"
"Sportcentrum Malden","3","6581TC","2617",1395,"252 3"
"Sportcentrum Reeshof","855","5043EX","1844",585,"855 51"
"Sportcentrum Rijkerswoerd ()","491","6836BK","0",2452,"202 491"
"Sportcentrum Swalmen","37","6071TV","1395",339,"957 37"
"Sportcentrum Triominos","13","6922JB","859",368,"226 13"
"Sportcentrum Valkenhuizen ()","430","6823MA","0",3318,"202 430"
"Sportclub 't Zand","855","5045ZZ","1844",260,"855 58"
"Sportclub Den Dungen","9","5275HV","1785",298,"845 9"
"Sportcomplex Amerena (beneden)","311","3815XT","866",3364,"307 311"
"Sportcomplex De Dioscuren","103","5481KD","1834",925,"1948 103"
"Sportcomplex De Trije","7","8801ET","1359",1128,"1949 7"
"Sportcomplex de Waterwyck II","12","8331CM","2018",2513,"1708 12"
"Sportcomplex Oudesluis, Melchiorstraat 2 Oudesluis","16","1757PN","632",264,"441 16"
"Sporthal","14","7951DV","0",7433,"180 14"
"Sporthal ' Trefpunt 1","9","4891XR","1850",298,"879 9"
"sporthal 'De Sporthoeve' Hal 2","8","2411LG","2171",5658,"1901 8"
"Sporthal 's-Gravenhout","21","2631PT","2601",1028,"1926 21"
"Sporthal 't Baken","2","2641JN","1514",725,"1926 2"
"Sporthal 't Hazzo","5","5582HB","2906",779,"866 5"
"Sporthal 't Mossink (voorheen Haarschool)","1742","7451LS","1752",736,"1742 15"
"Sporthal 't Nest","13","2643MC","1793",1756,"1926 13"
"sporthal 't Ravelijn","8","8332GL","957",502,"1708 8"
"Sporthal 't Spil","17","1141SE","0",2506,"852 17"
"Sporthal 't Trefpunt 2","11","4891XR","1736",298,"879 11"
"Sporthal 't Vijfeiken","4","5384ER","1833",835,"1721 4"
"Sporthal 't Wooldrik","5","7621AH","1216",641,"147 5"
"Sporthal ""s-Gravenhout","20","2631PT","2600",1011,"1926 20"
"Sporthal Achter de Häöf","17","5995BK","1422",381,"1894 17"
"Sporthal Achter de Tuintjes 15-03-2022","25","5126HA","0",3789,"784 25"
"Sporthal Achterlo II","12","6601XW","1363",3668,"296 12"
"Sporthal Aksent (2)","12","2992GK","1897",2429,"489 12"
"Sporthal Aladna","8","7121WN","0",684,"197 8"
"Sporthal Arkendonk","44","4907ZJ","0",4833,"826 44"
"Sporthal Beijum","411","9736BV","1311",725,"14 411"
"Sporthal Beumerskamp 2","1008","6983AC","1624",2442,"221 1008"
"Sporthal BIGA","4","6561AR","0",447,"1945 4"
"Sporthal Bindelwijk","437","1191CD","1694",899,"437 2"
"Sporthal Bocholtz A","8","6351HJ","1900",2939,"965 8"
"Sporthal Boorsmazaal","10","2225DZ","1865",748,"537 10"
"Sporthal Bosbadhal, Boslaan 28 Emmeloord","47","8302AB","0",1009,"171 47"
"Sporthal Boswijk","762","2496VB","498",602,"518 762"
"Sporthal Bottendaal","8","6512GG","1886",879,"268 8"
"Sporthal Brede School Treebeek Dinsdag","126","6446AK","0",4157,"899 126"
"Sporthal Brede School Treebeek Maandag","121","6444AK","0",393,"899 121"
"Sporthal Bulwijk ()","31","3448CH","0",2877,"632 31"
"Sporthal Burgerbrug, Grote Sloot 75a Burgerbrug","14","1754JC","762",287,"441 14"
"Sporthal Buys Ballot 2","6","5301DH","978",1916,"297 6"
"Sporthal Cleijn Duin","12","2224BN","1587",811,"537 12"
"Sporthal D'n Adelaer","11","5993CR","1961",932,"1894 11"
"Sporthal de Aanloop","14","6708RT","1092",1312,"289 14"
"Sporthal De Baggelaar","16","3864EN","1608",503,"267 16"
"Sporthal De Bakwetering ()","33","2941TN","0",2039,"1931 33"
"Sporthal de Basis","20","3363AW","934",487,"610 20"
"Sporthal de Beemd","5","7241SG","1297",583,"262 5"
"Sporthal De Beemden 2","1966","9781CL","1333",971,"1966 16"
"Sporthal de Belleman","13","5551EV","1524",710,"858 13"
"Sporthal de Beuk","1655","4731CG","2259",807,"1655 4"
"Sporthal De Bieshaar","313","3828VL","866",15479,"307 313"
"Sporthal De Biezenwei","3","4043NM","1697",2186,"1740 3"
"Sporthal De Blaak","855","5032RR","1844",1401,"855 18"
"Sporthal De Blijk ()","212","1394KA","0",1997,"1696 212"
"Sporthal De Bloemhof 2","25","1432GH","1330",2000,"358 25"
"Sporthal De Bokkediek","20","9843BV","1127",730,"1969 20"
"Sporthal De Bongerd","26","6681CD","2222",633,"1705 26"
"Sporthal De Bongerd A","222","7007LB","0",611,"222 23"
"Sporthal De Bongerd B","222","7007LJ","0",257,"222 24"
"Sporthal De Börkerkoel","12","9431BZ","1079",467,"1731 12"
"Sporthal De Börkerkoel - Vervroegd stemmen op 15  2022","24","9431BZ","0",904,"1731 24"
"Sporthal De Bosdries","9","6325BM","983",364,"994 9"
"Sporthal de Braak","204","5703HV","2210",434,"794 204"
"Sporthal De Brink","314","3825DJ","866",7145,"307 314"
"Sporthal De Brink 2","18","6852DW","2874",2866,"1705 18"
"Sporthal de Brug","22","1785BC","1605",810,"400 22"
"Sporthal De Brug","20821","7534CR","0",5775,"153 20821"
"Sporthal De Brug (vh De Open Deur/'t Vonder)","21","7916PW","2261",706,"118 21"
"Sporthal De Burcht","6","5427AM","1779",649,"755 6"
"Sporthal de Cuyl","2","2341BJ","1486",287,"579 2"
"Sporthal De Dissel","315","3829MD","866",6168,"307 315"
"Sporthal de Doelstien","6","9101VP","920",262,"1970 6"
"Sporthal De Drait","32","9204CM","1181",564,"90 32"
"sporthal De Drecht, nr. 2","9","1602DK","2196",692,"388 9"
"Sporthal De Dres","15","1688BE","1021",559,"420 15"
"Sporthal De Drie Eiken","5","5571EJ","2143",923,"1724 5"
"Sporthal de Driesprong (2)","8","2991BK","1562",3481,"489 8"
"Sporthal De Duffelt ()","15","6566WB","0",2881,"1945 15"
"Sporthal De Duker, Noordwolde","15","8391MH","0",367,"98 15"
"sporthal De Dumpel Velp op 15  2022","222","6883CN","500",4523,"275 222"
"Sporthal de Els","13","7482VX","1331",720,"158 13"
"Sporthal De Eng","33","6669CE","0",5874,"1740 33"
"Sporthal De Fakkel","20706","7581CE","0",5004,"168 20706"
"Sporthal De Flint, nr. 2","8","1611WS","1825",1095,"532 8"
"Sporthal De Fuik","4","1241HD","1952",1145,"1696 4"
"Sporthal De Haspel","7","5051KR","1968",761,"785 7"
"Sporthal de Haverkamp 2","12","7475AM","1487",3747,"1735 12"
"Sporthal de Hofstede (15/3)","5","3155AL","0",3752,"1842 5"
"Sporthal De Holten","56","9363EH","1119",557,"1969 56"
"Sporthal de Hoogkamp","5","9645EN","1880",720,"47 5"
"Sporthal De Horstacker","266","6546EK","0",2452,"268 266"
"Sporthal De Kamp","8","9481AK","1443",1593,"1730 8"
"Sporthal de Kazing","15","5991PX","1888",785,"1894 15"
"Sporthal de Kievit","1515","5667AH","0",2762,"1771 1515"
"Sporthal De Klamp","22","1619DL","1245",590,"420 22"
"Sporthal De Klipper","15","2957EM","1529",923,"1978 15"
"Sporthal De Kloet, nr. 2","10","1613KR","1628",754,"532 10"
"Sporthal De Koel","13","9531CH","1325",790,"1681 13"
"Sporthal De Koel","33","9571CH","0",319,"1681 33"
"Sporthal De Koel","43","9531CH","0",459,"1681 43"
"Sporthal De Kolk","18","7577EN","1544",936,"173 18"
"Sporthal De Kreil","4","1132BG","1925",3018,"385 4"
"Sporthal De Kruisweide (Sevenum)","16","5975AN","1701",868,"1507 16"
"Sporthal de Kubus (2)","15","5754DV","1729",2140,"762 15"
"Sporthal De Kuil","3","3752SJ","1606",746,"313 3"
"Sporthal De Leede","23","4041JB","1914",1801,"1740 23"
"Sporthal De Leegens","40","9863PE","906",416,"1969 40"
"Sporthal de Lijster","3","2902JD","2096",395,"502 3"
"Sporthal de Lijsterlaan I","20","2665TK","0",621,"1621 20"
"Sporthal De Linie","17","4051BP","2049",865,"1740 17"
"Sporthal De Marke (vh WZC Beatrix)","20","7913AG","1822",1417,"118 20"
"Sporthal De Meent (16-03-2022)","39","1218CB","1520",927,"402 39"
"Sporthal de Meerkoet Hal 2","18","2811BM","2013",829,"1901 18"
"Sporthal de Meeuwen","10","3882LA","1392",449,"273 10"
"Sporthal De Middelzee Bureau III","63","8701LV","1027",3651,"1900 63"
"Sporthal De Muiter","4","1671JA","1720",627,"420 4"
"Sporthal de Oever","2","3402MJ","1629",794,"353 2"
"Sporthal De Overbeek 2","9","5388EL","1620",1183,"1721 9"
"Sporthal De Pol A","222","7006GG","0",711,"222 17"
"Sporthal De Pol ma","222","7006SM","0",3289,"222 43"
"Sporthal De Pracht","7","5583CW","4413",1533,"866 7"
"Sporthal de Reiger","36","7491XS","0",1011,"1735 36"
"Sporthal De Reiger","30","2964AV","0",2975,"1978 30"
"Sporthal de Reiger 2","22","7491XS","787",1850,"1735 22"
"Sporthal De Ridderhal","10","3341BE","1297",389,"531 10"
"Sporthal De Roomley","855","5071AJ","1844",861,"855 79"
"Sporthal de Rusheuvel 2","34","5346JH","1220",1266,"828 34"
"Sporthal De Salamander","20","5101ZG","1284",448,"766 20"
"Sporthal De Schans","1","5953BW","1626",624,"889 1"
"Sporthal de Schilp","62","2285SP","0",1382,"603 62"
"Sporthal De Sjirp","1711","6118EA","1282",637,"1711 19"
"Sporthal de Slingert","20","6605DT","1905",974,"296 20"
"Sporthal De Sluis","11","1616RT","1291",685,"498 11"
"Sporthal de Sonders (zaal)","19","7156MH","1068",667,"1859 19"
"Sporthal De Sophiahal B","19","3344PL","949",2429,"531 19"
"Sporthal De Stoep","26","3361CH","1485",1341,"610 26"
"Sporthal de Stroekeld","1742","7463CH","1696",1198,"1742 10"
"Sporthal De Stuit","4","8501NC","1440",1058,"1940 4"
"Sporthal De Tinnegieter","13","6641DH","1186",1003,"209 13"
"Sporthal De Triangel, Maanhuizenlaan 10","22","8316AB","1470",907,"171 22"
"Sporthal De Vaart  15 ","11","3461GA","0",5897,"335 11"
"Sporthal De Valk","424","3362GH","456",3806,"610 424"
"Sporthal de Veenhorst","23","9581CZ","0",1432,"37 23"
"Sporthal De Veldkamp","18","7448RB","1691",1082,"163 18"
"Sporthal de Veste (ingang Brandpunt)","608","5708ZD","2611",1022,"794 608"
"Sporthal De Viergang","5","2641AZ","2414",873,"1926 5"
"Sporthal de Vlier","12","7101TR","1825",897,"294 12"
"Sporthal De Vlijt","1966","9781NR","1163",722,"1966 20"
"Sporthal De Vlinder","12","6706KN","2430",1374,"289 12"
"Sporthal De Walvis ()","35","2931RA","0",2619,"1931 35"
"Sporthal De Waring","34","9207DD","1257",996,"90 34"
"Sporthal De Watertoren","18","1931BA","1342",437,"373 18"
"Sporthal de Weijer","1519","5731EW","0",3854,"1771 1519"
"Sporthal de Wetering","45","3991LB","0",1854,"321 45"
"Sporthal De Wissel","5","2982CM","1246",220,"597 5"
"Sporthal De Wissel","8","5051NZ","1218",569,"785 8"
"Sporthal De Zaert","15","5473GK","1297",589,"1721 15"
"Sporthal de Zien","1","1911TR","1251",449,"450 1"
"Sporthal De Zwet","28","9472RN","0",5347,"1730 28"
"Sporthal Den Dam 2","642","2995VN","0",2469,"642 34"
"Sporthal den Hoge Graaf","26","5371DA","1220",568,"828 26"
"Sporthal Diemen zaal 1","6","1111ET","1335",517,"384 6"
"Sporthal Dindoa","5","3853PT","1251",418,"233 5"
"Sporthal Donderberg","11","6043JH","1226",507,"957 11"
"Sporthal Dongewijk","855","5045NH","1844",775,"855 74"
"Sporthal Doorwerth","7","6865CZ","1761",637,"274 7"
"Sporthal Drielanden (3)","22","3845GC","845",4421,"243 22"
"Sporthal Drievliet","20","2986GK","1546",447,"597 20"
"Sporthal Emerald","16","2645HH","2072",2905,"1926 16"
"Sporthal Eurohal","17","7091XC","0",658,"197 17"
"Sporthal Evert van Benthem 2, E.P. Seidelstraat 2","25","8307BL","1259",1553,"171 25"
"Sporthal Frankenhal","9","5052BL","1685",988,"785 9"
"Sporthal Gilde Opleidingen","19","5913SB","1451",503,"983 19"
"Sporthal Gitek ()","27","6361VM","0",2516,"1954 27"
"Sporthal Groote Veen","30","9761TM","0",5627,"1730 30"
"Sporthal Hasselt","4","8061ZC","1137",192,"1896 4"
"Sporthal Heeten (Heeten)","150","8111AA","1535",612,"177 150"
"Sporthal Het Activum (vh Wolfbos)","9","7902NX","1734",1213,"118 9"
"Sporthal het Heem","12","3401GX","1403",2411,"353 12"
"Sporthal Het Polderhuis ","222","1991RK","0",5272,"453 222"
"Sporthal Het Vennewater 3","10","1852JC","1668",3054,"399 10"
"Sporthal Heuvelland","6","6562AV","0",726,"1945 6"
"Sporthal Hoefveld (ipv school 't Valder)","121","6373TT","1902",739,"882 121"
"Sporthal Hoeveland","4","5581AS","1574",874,"866 4"
"Sporthal Hofland","3","3417TA","1213",2435,"335 3"
"Sporthal Hogeveld","382","2548HJ","0",474,"518 382"
"Sporthal Hoogerheyne (Heino)","220","8141HN","1342",918,"177 220"
"Sporthal Hoogkerk","312","9744AP","1311",2159,"14 312"
"Sporthal Icoon","36","3825MP","866",1398,"307 36"
"Sporthal IJmuiden-Oost","32","1971HN","1951",503,"453 32"
"Sporthal IJsselhal","3","3402CS","2567",777,"353 3"
"Sporthal Interweij - 7","216","4102HM","23168",795,"216 7"
"Sporthal It Mingeltsje","66","8647SG","1026",588,"1900 66"
"Sporthal Juliana van Stolberg","316","3818DN","866",4384,"307 316"
"Sporthal Kamphal ","56","8091RC","0",2902,"269 56"
"Sporthal Kees Verkerk","2","3297TB","1575",707,"1963 2"
"Sporthal Koedijkslanden","37","7944HK","1352",415,"119 37"
"Sporthal Kruidenwijk","15","7443HC","2054",838,"163 15"
"Sporthal Leidschenveen","774","2492JL","711",131,"518 774"
"Sporthal Lewenborg","444","9733CX","1311",1655,"14 444"
"Sporthal Loosduinen","317","2555LZ","715",240,"518 317"
"Sporthal Markkant","6","4906KB","2782",1743,"826 6"
"Sporthal Metro Rhoon","8","3161KP","1389",479,"613 8"
"Sporthal Molentocht, P. Ottstraat 1 Schagerbrug","12","1751CW","1704",839,"441 12"
"Sporthal Mondriaan 2","31","5342CM","1220",851,"828 31"
"Sporthal Multitreffer, Willem 't Hartplein 7 't Zand","15","1756TE","1953",726,"441 15"
"Sporthal Multitreffer, Willem 't Hartplein 7 't Zand","1514","1756TZ","0",144,"441 1514"
"Sporthal Multitreffer, Willem 't Hartplein 7 't Zand","1515","1756TE","0",240,"441 1515"
"Sporthal Naestenbest Bureau B","10","5684GJ","1545",1649,"753 10"
"Sporthal Nieuwland","318","3824EJ","866",18894,"307 318"
"Sporthal Ockenburgh","143","2554BX","531",213,"518 143"
"Sporthal onder de Mast ","15","4881AN","0",3705,"879 15"
"Sporthal Oost (Ontmoetingshuis) (3)","345","3907NJ","1749",4304,"345 33"
"Sporthal Oosterbliek C","9","4207NC","1136",3212,"512 9"
"Sporthal Oosterboshal","18","3771KA","1290",1108,"203 18"
"Sporthal Oranjeplein","528","2515GE","1988",322,"518 528"
"Sporthal Overbosch","775","2592AA","1959",350,"518 775"
"Sporthal Parijsch - 16","216","4105TN","23168",2234,"216 16"
"Sporthal Peize","17","9321CL","1985",783,"1699 17"
"Sporthal Poortdijk 15  2022","22","3402BS","0",1409,"353 22"
"Sporthal Portland MAANDAG","17","3162WB","0",6496,"613 17"
"Sporthal Putter Eng","9","3882AL","1332",821,"273 9"
"Sporthal Ridderspoor","24","3871JH","1676",726,"267 24"
"Sporthal Riederpoort","18","2993XE","1136",699,"489 18"
"Sporthal Rijnbeek","10","5913GB","1665",634,"983 10"
"Sporthal Rijnsoever","16","2221JA","1285",440,"537 16"
"Sporthal Rumpen 2","007","6443BS","1198",691,"899 007"
"Sporthal Rustenburg","72","3815KZ","865",673,"307 72"
"Sporthal Scherphorn","1966","9982BZ","953",452,"1966 6"
"Sporthal Selwerd","393","9741EW","1311",1351,"14 393"
"Sporthal Steinheim","505","3941MB","0",678,"1581 505"
"Sporthal Strijland","13","3862GV","1316",1205,"267 13"
"Sporthal Suytkade (ingang zijkant)","508","5705KZ","1354",308,"794 508"
"Sporthal Tarthorst","16","6708JD","975",318,"289 16"
"Sporthal Theereheide","6","5271RR","1349",590,"845 6"
"sporthal Theothorne Dieren op 15  2022","422","6951CP","500",4959,"275 422"
"Sporthal Toernooihal, Toernooilaan 9 Creil","43","8312BJ","0",1301,"171 43"
"Sporthal Trasselt","39","7908PB","0",2731,"118 39"
"Sporthal Trasselt (vh Basisschool 't Kienholt)","16","7908PB","1436",507,"118 16"
"Sporthal Triade","13","3852ZX","1507",900,"233 13"
"Sporthal Tuinwijk","11","4613CT","2172",860,"748 11"
"Sporthal Vrijenburgpoort","15","2994CC","1980",591,"489 15"
"Sporthal Walburgen","34","6691CM","2766",214,"1705 34"
"Sporthal Waldervaart, Merelstraat 38 Schagen","6","1742JM","1664",1746,"441 6"
"Sporthal Watergoor","7","3861MA","1834",1381,"267 7"
"Sporthal Waterpoort (3)","21","2993DL","2237",4698,"489 21"
"Sporthal Waterwijk","375","1948CH","0",5021,"375 6"
"Sporthal Westwijzer (ingang wijkhuis)","2702","5707TJ","0",3413,"794 2702"
"Sporthal Wildervanckhal","6","9648AA","2955",1504,"47 6"
"Sporthal Zeewijk ","253","1973BE","0",2091,"453 253"
"Sporthal Zielhorst","74","3822CK","865",965,"307 74"
"Sporthal Zuid II","14","6605HN","2019",5052,"296 14"
"Sporthal, Dorpshuis Odijk ()","18","3984MA","1098",4140,"312 18"
"Sportkantine BVCB","4","2661GV","0",403,"1621 4"
"Sportkantine de Parrestee","1655","4741EJ","2033",930,"1655 8"
"Sportkantine De Westrand","43","1693MA","0",1887,"420 43"
"Sportpark 't Slot","4","2902BG","1851",747,"502 4"
"Sportpark Couwenhoek","10","2904XZ","1947",553,"502 10"
"Sportpark de Dennen","51","6543JP","1886",394,"268 51"
"Sportpark Doesburg","1005","6981GZ","845",251,"221 1005"
"Sportpark Gerrit Dieker","14","7047AC","1082",514,"1955 14"
"Sportpark Het Kleine Loo (VUC)","956","2592BW","0",1688,"518 956"
"Sportpark Molenzicht","411","2953BD","132",2092,"482 411"
"Sportpark Oostindie","12","9351XZ","1103",689,"1969 12"
"Sportpark Overbeek","36","3784WZ","1191",661,"203 36"
"Sportpark Rood-Wit","6","4711AV","2391",686,"840 6"
"Sportpark Slangenbeek ATC'65","40","7559PB","2002",663,"164 40"
"Sportpark vv Smitshoek MAANDAG","117","2993BZ","0",3221,"489 117"
"Sportpark Zuid (Gebouw AD'69)","107","7121JB","0",485,"197 107"
"Sports Business Center Perfect Lunch","6","3833LA","2042",324,"327 6"
"Sportscenter Bijsterbosch","3","8181LN","1427",530,"246 3"
"Sportschool Trisport Rhenen","13","3911BE","605",189,"340 13"
"Sportvereniging DSOV","36","2141VA","1197",799,"394 36"
"Sportvereniging KDO","451","1424NN","1632",495,"451 9"
"Sportvereniging Poortugaal","6","3172XC","1185",351,"613 6"
"Sportvereniging sv Ouderkerk","437","1191EB","1715",627,"437 4"
"Sportzaal 't Crayenest","22","3363BJ","1847",1120,"610 22"
"Sportzaal 't Ven","15023","5464PG","0",1798,"1948 15023"
"Sportzaal Andre Castens","213","2546XE","2341",741,"518 213"
"Sportzaal Aziëlaan","5","9501EB","1216",506,"37 5"
"Sportzaal Basilicumweg","442","1313EH","0",3415,"34 442"
"Sportzaal Bernrode","13","5473CJ","1783",557,"1721 13"
"Sportzaal bij de Kerst Zwartschool","9","7261GH","1222",585,"1859 9"
"Sportzaal Binnenhof","3","2201LA","1874",529,"575 3"
"Sportzaal Binnenkruierstraat","144","1333EC","1395",394,"34 144"
"Sportzaal Broekplein","154","2318TJ","0",2376,"546 154"
"Sportzaal de Alma","13","7102CX","2232",764,"294 13"
"Sportzaal de Beukenhage","20","7683XH","1372",744,"1700 20"
"Sportzaal De Beurs","6","8253EA","1928",4449,"303 6"
"Sportzaal De Gaasjes","8","5106NC","895",457,"766 8"
"Sportzaal De Hooiberg 2","12","7623DX","1518",1891,"147 12"
"Sportzaal De Kienehoef","207","5491JT","1995",921,"1948 207"
"Sportzaal De Kruidentuin (2)","6","2991RK","1619",1063,"489 6"
"Sportzaal De Landing","11","8251TJ","1623",2210,"303 11"
"Sportzaal De Populier","12","2925CP","1494",1169,"542 12"
"Sportzaal De Sprong","4","3363HE","1207",555,"610 4"
"Sportzaal De Stal","14","8252GW","1610",2354,"303 14"
"Sportzaal De Stamper","15","7671GT","1565",175,"1700 15"
"Sportzaal De Treffer","21","5324AC","1337",465,"263 21"
"Sportzaal De Weemelanden","10","7672GD","1330",748,"1700 10"
"Sportzaal De Zeuven Wilgen","22","5397BR","1220",1236,"828 22"
"Sportzaal De Zwaluw","280","6541NP","0",2599,"268 280"
"Sportzaal Dorpshuis De Schalm","4","1617KC","1563",791,"498 4"
"Sportzaal Duinwetering","6","2203HM","1514",988,"575 6"
"Sportzaal Duyvesteyn","17","3299BS","1226",388,"1963 17"
"Sportzaal Floriande midden","72","2134XS","2095",939,"394 72"
"Sportzaal Fr. Nanningstraat","14","9581BL","1536",391,"37 14"
"Sportzaal Gildekamp","67","6545LX","1886",417,"268 67"
"Sportzaal Hatert","290","6535SH","0",1155,"268 290"
